NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 11,Dofetilide belongs to which class of anti-arrhythmic drugs?,"a) class I
b) class II
c) class III
d) class IV",Dofetilide belongs to class III of anti-arrhythmic drugs.,,C,
Question 12,what is the mechanism of action of vancomycin?,"a) cell wall synthesis inhibition
b) cell membrane inhibition
c) Peptide synthesis inhibition
d) 5os ribosome inhibition","The mechanism of action of vancomycin is cell wall synthesis inhibition.
The bacterial cell wall has long chains of peptidoglycan and is cross-linked to each other by the action of the enzyme transglycosylase. vancomycin is a glycopeptide group of antibiotics that binds to the D-alanyl-D-alanine terminus of the synthesized peptidoglycan. This inhibits the transglycosylase enzyme and prevents elongation and cross-linking of peptidoglycan. This leads to the weakening of the cell wall causing lysis.
It exhibits a time-dependant or concentration-independent killing of bacteria. It primarily acts on Gram +ve organisms which are resistant to other antibiotics such as methicillin-resistant staphylococcus and ampicillin resistant enterococci.
Lipoglycopeptides are a new generation of glycopeptide congeners which include telavancin, dalbavancin, and oritavancin. Dalbavancin and oritovancin are administered as a single intravenous dose for skin and soft-tissue infections.",,A,990-726.PNG
Question 13,"The following table gives BP values before and after administration of drug 6x,. what would be the probable mechanism of action of drug 6x,?","a) α1 agonist and β1 agonist
b) M2 agonist and M3 agonist
c) α1 antagonist and β2 agonist
d) β1 agonist and β2 agonist","The probable mechanism of action of drug ‘x’ is β1 and β2 agonism.
According to the given table, systolic BP and heart rate is increased due to β1 agonistic effect, and diastolic BP is decreased by vasodilatation due to β2 action.
option A: Action on α1 causes ↑ DBP
option B: Action on M2 causes ↓ HR and action on M3 causes vasodilatation and reflex increase in HR. Hence there is no net effect on heart rate
option C: α1 antagonism causes vasodilatation and ↓ DBP. β2 action causes vasodilatation and DBP ↓",980-725.PNG,D,IMAGE Q
Question 14,A patient requires ceftriaxone 18o mg. You have a 2 ml syringe with 1o divisions per ml. The vial contains 5oo mg/5ml of ceftriaxone. How many divisions in the 2 ml syringe will you fill to give 18o mg ceftriaxone?,"a) 18
b) 1.8
c) 2o
d) 2","• 5oo mg of drug is in 5 ml and hence 1oo mg in 1ml. Thus 18o mg in 1.8 ml
• 1o divisions for each ml
• 1 ml 〓 1o divisions
• Therefore, 1.8 ml 〓 1o*1.8 〓 18 Divisions",,A,
Question 15,The drug that decreases the size of prostate is:,"a) Tamsulosin
b) Sildenafil
c) Finasteride
d) Flutamide","Finasteride reduces prostatic size.
Finasteride:
• It is a competitive inhibitor of 5α-reductase enzyme, thus inhibiting the conversion of testosterone into its active form DHT(Dihydrotestosterone) which is responsible for androgenic action in Prostate gland.
• It produces effect on long term use (nearly 6 months) by reducing prostatic epithelial cell proliferation thereby reducing the size of prostate and improves urine flow.
Tamsulosin is an α 1 selective Antagonist which dilates prostatic urethra and hence produces immediate symptom relief in BPH. It has no effect on reducing size of the prostate.
sildenafil acts by inhibiting phosphodiesterase-5 (PDE-5) and is used in the treatment of erectile dysfunction.
Flutamide is a Nonsteroidal Androgen Receptor antagonist with no hormonal activity. They are used for treatment of metastatic prostatic cancer in conjunction with GnRH agonists.",,C,
Question 16,which one of the following is a placebo?,"a) Herbal medication with no effect known b) physiotherapy
c) Sham surgery
d) cognitive behavioural therapy","sham surgery (placebo surgery) is a faked surgical intervention that omits the step thought to be therapeutically necessary.
Note: while option A may be considered a placebo due to there being no known effects, it is not certain as to whether all possible effects (known and unknown) have been considered. Hence, weighing options A and C, the better option among the two would be C as sham surgery is a widely used placebo.",,C,
Question 17,A young male developed 5 episodes of loose stools 2 hours after eating in a restaurant. He is afebrile and has mild dehydration. what should be the treatment?,"a) ciprofloxacin and tinidazole
b) Only ciprofloxacin
c) Only ORS
d) ciprofloxacin, tinidazole and ORS","It is a case of acute diarrhea in an afebrile, stable patient which can be managed with ORS alone. Management of diarrhea:
• Mild-moderate dehydration - ORS.
• Severe dehydration- IV fluids are given.
• Afebrile patient - No antibiotics are given.
• Febrile patient - empirical antibiotics. If only bacterial etiology is suspected, ciprofloxacin is given. If giardiasis is suspected, metronidazole or tinidazole are recommended.",,C,
Question 18,Atropine is indicated in all of the following poisonings except _____.,"a) Baygon
b) TIK 2O
c) parathion
d) Endrin","Endrin is an organochloride pesticide that causes neurotoxicity. There is no antidote available and only symptomatic treatment is done.
parathion and TIK2o are organophosphates and baygon is a combination of organophosphate and carbamate. For all of these, atropine is the drug of choice.",,D,
Question 19,27-year-old female came for treatment of infertility to OPD. Bromocriptine was prescribed. what could be the possible reason?,"a) Hyperprolactinemia
b) PCOD
c) Hypogonadotrophic hypogonadism
d) PID","The patient is likely to be suffering from hyperprolactinemia.
prolactin inhibits the secretion of GnRH, which leads to the decreased secretion of LH and FSH resulting in infertility. Bromocriptine acts on Dopamine D2 receptors to reduce prolactin secretion.",,A,
Question 20,which is a mood stabiliser with an anti-suicidal role?,"a) Carbamazepine
b) Lamotrigine
c) Lithium
d) valproate","Lithium is a mood stabilizer with an antisuicidal role.
Maintenance treatment with lithium has shown to decrease the rate of suicide in mood disorders. Lithium was found to be better than other mood stabilizers such as carbamazepine, lamotrigine, and valproate.
Lithium is also used in recurrent depression with a cyclic pattern is controlled by either lithium or imipramine. It is also used to augment standard antidepressant response in acute major depression in those patients who have had an inadequate response to monotherapy.",,C,
Question 21,which of the following is not an idiosyncratic reaction of carbamazepine?,"a) Blurred vision
b) Agranulocytosis
c) Rash
d) steven Johnson syndrome","Blurred vision is not an idiosyncratic reaction of carbamazepine.
Idiosyncratic blood dyscrasias with carbamazepine, include fatal cases of aplastic anaemia and agranulocytosis. The most common idiosyncratic reaction is an erythematous skin rash. It can rarely cause steven Johnson syndrome.",,A,
Question 22,"In a middle-aged diabetic patient with chronic kidney disease stage 5, which of the following drugs can be given safely without altering the dose?","a) vildagliptin
b) Linagliptin
c) saxagliptin
d) sitagliptin","Linagliptin can be given safely without altering the dose for this patient.
Linagliptin is a dipeptidyl-peptidase-4 (DPP-4) inhibitor and is eliminated by the hepatobiliary route. Hence no dosage adjustment is needed in renal failure.
It is used in type 2 diabetes as monotherapy or as combination therapy with other drugs when metformin is not tolerated or contraindicated.
other DPP-4 inhibitors like sitagliptin, vildagliptin, saxagliptin, alogliptin show renal elimination.",,B,
Question 23,which of the following drugs can be used as an antidote for fibrinolytic therapy?,"a) protamine
b) streptokinase
c) Heparin
d) ε-Aminocaproic acid","ε-Aminocaproic acid can be used as an antidote for fibrinolytic therapy.
It is a lysine analog that binds competitively to plasminogen, blocking plasminogen from binding to fibrin and the subsequent conversion to plasmin. This activity subsequently results in the inhibition of fibrinolysis.
It should not be given unless hemorrhage is life-threatening because it inhibits intrinsic fibrinolytic activity and can precipitate DIC. Fresh frozen plasma and cryoprecipitate may also be used to replenish fibrin and clotting factors.",,D,994-727.PNG
Question 24,A known epileptic patient on levetiracetam has been seizure-free for 2 years. But he develops agitation and anger issues interfering with his day-to-day activities as a result of the drug intake. which of the following measures is to be taken next?,"a) slowly taper the drug over next 6 months
b) continue levetriacetam since a 5 year seizure free interval is needed
c) stop levetiracetam and start on a different anti-epileptic
d) Discontinue the drug as he is seizure free","The mood changes observed in the above patient must be due to an adverse effect of levetiracetam. Abrupt stoppage of the drug can result in rebound seizures. So the best management will be to slowly taper the drug over the next 6 months.
Adverse effects of levetiracetam:
• Somnolence
• Asthenia
• Ataxia
• Dizziness.
• Mood and behavioral changes
• psychotic reactions (rare)",,A,
Question 25,A drug was given IV at a rate of 1.6mg/min. The clearance of the drug is 64oml/min. The half life of the drug is 1.8 hour. calculate the plasma concentration of the drug at steady state.,"a) 2.88mg/ml
b) o.oo4mg/ml
c) 3.55mg/ml
d) o.oo2mg/ml","plasma steady-state concentration is achieved when the amount of drug being administered equals the amount of drug being excreted from the body.
The amount of drug being administered 〓 1.6mg/min
Amount of drug being excreted 〓 clearance (cL) x plasma concentration of the drug (c) clearance 〓 64oml/min
Therefore,
1.6mg/min 〓 64oml /min ( clearance) x plasma concentration of the drug
Hence,
Plasma concentration of the drug 〓 1.6 mg/min / 64o ml/min 〓 o.oo2 mg/ml.",,D,
Question 26,which of the following disease-modifying anti rheumatoid drug increases extracellular adenosine?,"a) Methotrexate
b) Lefunamide
c) Sulphasalazine
d) Hydroxychloroquine","Methotrexate is the disease-modifying anti rheumatoid drug that increases extracellular adenosine. Methotrexate’s principal mechanism of action relates to inhibition of amino-imidazole carboxamide ribonucleotide (AICAR) transformylase and thymidylate synthetase.
AICAR accumulates intracellularly, competitively inhibits AMP deaminase, leading to an accumulation of AMP. The AMP is released and converted extracellularly to adenosine, which is a potent inhibitor of inflammation. As a result, the inflammatory functions of neutrophils, macrophages, dendritic cells, and lymphocytes are suppressed.",,A,995-728.PNG
Question 27,composition of Lente insulin is:,"a) 7o% amorphous 3o% crystalline
b) 7o% crystalline 3o% amorphous
c) only 7o% amorphous
d) other name of NPH insulin","Lente insulin is an intermediate-acting insulin and is a combination of ultralente and semilente in the ratio of 7:3
Two types of insulin zinc suspensions have been produced. The one with large particles is crystalline and practically insoluble in water (ultralente). It is long-acting. The other has smaller particles and is amorphous (semilente), is short-acting. Their 7:3 ratio mixture is called ‘Lente insulin’ and is intermediate-acting.",,B,
Question 28,Mechanism of action of oseltamivir as an antiviral agent is:,"a) Inhibition of M2 receptor
b) Neuraminidase inhibition
c) Inhibition of RNA dependent DNA polymerase
d) Apoptosis of infected cells","oseltamivir and zanamivir are neuraminidase inhibitors.
They competitively and reversibly interact with the enzyme sites to inhibit viral neuraminidase activity. This interferes with the release of the progeny from infected host cells, halting the spread of infection. Early administration is crucial.
oseltamivir is given at a dose of 75 mg, twice a day for 5 days for the treatment of Influenza A and B. For prophylaxis, it is given at a dose of 75mg, once per day and continued for the duration of exposure.",,B,
Question 29,"A male patient who is suffering from a psychotic disorder is on antipsychotic, antidepressant and antihypertensive treatment. He suddenly developed tachycardia and chest tightness. on evaluation he had metabolic acidosis. EcG showed widened QRS complex and prolonged QT interval. which of the following drugs is responsible for this?","a) Amitriptyline
b) Amlodipine
c) chlorthalidone
d) Enalapril","The given clinical scenario is suggestive of torsades de pointes. only amitriptyline causes this condition, among the above drugs.
Torsades de pointes (French: twisting of points) is a life-threatening form of polymorphic ventricular tachycardia with rapid asynchronous complexes and an undulating baseline on ECG.",,A,996-729.PNG
Question 30,You and your friend plan for a mountain trip for the day after. what medication would you advise him to help with his motion sickness?,"a) Ranitidine tablet before start of trip
b) Dimenhydrinate before start of trip
c) scopolamine patch the night before trip
d) omeprazole the night before and before start of trip","In the above case, a scopolamine patch the night before the trip should be advised.
Treatment for motion sickness :
• scopolamine patch- preferred, most effective.
• Do not give to children <1o years of age.
• place patch behind the ears at least 4 hours before travel and replace every 72 hours as needed.
• Transdermal patch – Most effective
• oral dose - o.4–o.6 mg one hour before travel and then TID may be recommended.
• cinnarizine – 3omg, 2 hours prior to travel, and 15mg TID as required. Not as effective as scopolamine. Moderately effective.
• Promethazine
• other drugs (minimally effective):
• cyclizine
• Dimenhydrinate
• Diphenhydramine
• Meclizine
PPI’s / ranitidine / traditional ginger – all are ineffective.",,C,
Question 31,A patient was treated for septicemia with norepinephrine infusion. which of the following best explains the benefit of this drug?,"a) Bradycardia
b) Tachycardia
c) Increases urine output
d) Increases mean arterial blood pressure","The benefit of using noradrenaline in septicemia is that it increases the mean arterial blood pressure. It acts as a powerful peripheral vasoconstrictor and inotrope.
Noradrenaline causes a rise in both systolic BP and diastolic BP, resulting in a rise in the mean arterial blood pressure. This increases the organ perfusion in patients in septic shock or cardiogenic shock.
Another advantage of noradrenaline is that it does so without causing tachycardia, which is often a troublesome event with other inotropes in critical care.
options A and B: The rise in mean arterial pressure causes reflex bradycardia which is not a major contributor to the treatment of septic shock.
option c: Low-dose dopamine infusions and furosemide are used to increase urine output in critically ill patients.",,D,
Question 32,which of the following suggests storage of drugs in tissue?,"a) Excretion in saliva
b) Excretion in urine
c) Large volume of distribution
d) small volume of distribution","storage of drug in tissue suggests large volume distribution.
Drugs with small volume of distribution are confined to vascular component.
Drugs with large volume of distribution are in compartments like adipose tissue, muscle, bone. volume of distribution depends on:
• Lipid solubility
• pka value of a drug
• Degree of plasma protein binding
• presence of tissue-specific transporters
• differences in regional blood flow.
volume (v) 〓 Dose administered I.v. / Plasma concentration
e.g., when 1ooomg of drug is injected I.V. and plasma concentration of drug is 5omg/L, • V〓1ooo/5o
• V〓2oL",,C,
