NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q11,"All of the following take part in the formation of the wrist joint, except:","a) scaphoid
b) Triquetrum
c) Distal end of radius
d) Distal end of ulna","The distal end of the ulna does not take part in the formation of the radiocarpal joint.
The radiocarpal joint (wrist joint) is a synovial, biaxial, and ellipsoid joint formed by the articulation of:
• The distal end of the radius
• Articular disc of the triangular fibrocartilage
• scaphoid, lunate and triquetrum
In the neutral position of the wrist, only the scaphoid and lunate are in contact with the radius and articular disc; the triquetrum comes into apposition with the disc only in full adduction of the wrist joint.",,D,60-44.PNG
Q12,which of the following nerves is not involved in olfaction?,"a) Trigeminal nerve
b) vagus nerve
c) Glossopharyngeal nerve
d) Hypoglossal nerve","The hypoglossal nerve is purely motor cranial nerve and is not involved in olfaction.
The other three cranial nerves—trigeminal, glossopharyngeal, and vagus nerves are mixed cranial nerves and contribute to olfaction.
vagal nerve stimulation modifies the electrical activity of the olfactory bulb.",,D,
Q13,which of the following is the most conspicuous sign of breast cancer?,"a) peau d'orange
b) Nipple retraction
c) puckering
d) Both nipple retraction and puckering","The most conspicuous sign of breast cancer is peau d’ orange appearance.
peau d'orange (orange peel like texture), is the edematous swollen and pitted breast skin due to obstruction of the subcutaneous lymphatics.",,A,
Q14,Identify the cranial nerve that passes through the marked foramen marked in the image below.,"a) oculomotor nerve
b) olfactory nerve
c) optic nerve
d) Facial nerve","The marked structure is the superior orbital fissure and the oculomotor nerve passes through this fissure.
superior orbital fissure is divided into three compartments by the common tendinous ring. The oculomotor nerve passes through its intermediate compartment.",49-38.PNG,A,
Q15,which of the following veins drain into brachiocephalic vein?,"a) Hemiazygous vein
b) superior thyroid veins
c) Right superior intercostal vein
d) Left superior intercostal vein","The left superior intercostal vein drains into the left brachiocephalic vein.
Tributaries of the brachiocephalic vein:
• Left and right internal thoracic veins
• Left and right inferior thyroid veins
• Left superior intercostal vein drains into the left brachiocephalic vein.
The right superior intercostal vein drains into the azygos vein.
option A - Hemiazygous vein drains into the azygos vein.
option B - superior thyroid veins drain directly into internal jugular veins.
option C - Right superior intercostal vein drains into the azygos vein.",,D,61-45.PNG
Q16,what is the main action of the muscle marked below?,"a) Elevation
b) Depression
c) protrusion
d) Retraction","The muscle marked in the image is the temporalis and its main action is elevation of the mandible.
other actions are:
• It helps in the side-to-side grinding movements of the mandible.
• The posterior fibres which are horizontal, help in the retraction of the mandible.",50-39.PNG,A,
Q17,Ligamentum flavum has high levels of:,"a) Type 1 collagen
b) Type 2 collagen
c) Reticular fibres
d) Elastin fibres","Ligamentum flavum has high levels of elastin fibres.
The ligamenta flava are a series of ligaments that connect the ventral parts of the laminae of adjacent vertebrae. They predominantly contain elastic tissue and form part of the posterior surface of the vertebral canal. The high content of elastin allows it to be stretched by 8o% without damage. The ligamentum flava resist separation of the laminae in flexion and assist in extension back to the anatomical position.",,D,62-46.PNG
Q18,which muscle is not involved in the inversion of foot?,"a) Tibialis anterior
b) Tibialis posterior
c) peroneus longus
d) Extensor hallucis longus","peroneus longus muscle is not involved in the inversion of the foot. It causes eversion and plantar flexion.
Inversion of the foot is a movement in which the medial border of the foot is elevated so that the sole faces medially.
• Tibialis anterior - causes dorsiflexion and inversion of the foot
• Tibialis posterior - causes plantar flexion and inversion of the foot
• Extensor hallucis longus - causes extension of the great toe, dorsiflexion of the foot, and inversion of the foot (minimal action)
Eversion of the foot is a movement where the lateral border of the foot is elevated so that the sole faces laterally. peroneus longus, peroneus brevis, and peroneus tertius are the muscles involved.
These movements take place, mainly at the talocalcaneal and the talocalcaneonavicular joints, and partly at the transverse tarsal joint.",,C,63-47.PNG
Q19,which of the following is normally seen in lumbar spine?,"a) scoliosis
b) kyphosis
c) Lordosis
d) Recurvatum","Lordosis is normally seen in lumbar spine.
In adults,
• The cervical curve is a lordosis (convex forwards),
• The thoracic curve is a kyphosis (convex dorsally),
• The lumbar curve is also a lordosis,
• The pelvic curve is concave anteroinferiorly.",,C,64-48.PNG
Q20,Type I collagen is not seen in ________.,"a) Bone
b) Ligament
c) Aponeurosis
d) Elastic cartilage","Cartilage is made up of type II collagen.
Type I collagen (fibrocartilage), Type II collagen (hyaline and elastic).
There are nearly 28 types of collagen. The important ones are given below with mnemonic:
Type I Collagen [B-ONE] | Bone, Ligament, Tendon, Aponeurosis
--- | ---
Type II Collagen [Car-Two-Lage] | Hyaline and Elastic Cartilage
Type III Collagen [Re-Three-Cular] | Reticular Tissue
Type IV Collagen [Floor-Four] | Basement Membrane",,D,
Q21,The correct pair of lymph node level in the neck and anatomical boundaries amongst the following are:,"a) Level 3 - cricoid to clavicle
b) Level 4 - Hyoid to cricoid
c) Level 5 - Base of skull to cricoid
d) Level 6 - Hyoid to clavicle","The correct pair of lymph nodes and levels among the following options are level 6- Hyoid to clavicle.
Levels of lymph nodes
Level | Lymph node
--- | ---
1a | submental
1b | submandibular
2 | upper jugular
3 | Middle jugular
4 | Lower jugular
5 | posterior triangle
6 | Anterior group
7 | Mediastinal",,D,65-49.PNG
Q22,Meissner corpuscles are present in:,"a) papillary dermis
b) Reticular dermis
c) Basal epidermis
d) stratum lucidum","Meissner corpuscles are present in the papillary dermis. These corpuscles are rapidly adapting mechanoreceptors particularly sensitive to the movement of objects over the skin's surface and low-frequency vibrations. Their acute sensitivity plays a crucial role in tasks such as reading Braille text.
It is an elongated encapsulated nerve ending of a large myelinated sensory nerve fiber (type Aβ). Each corpuscle consists of a connective tissue capsule and a central core composed of stacked modified schwann cells. Meissner's corpuscles are found in nonhairy areas of the skin, especially in fingertips, lips, and other regions where spatial touch perception is highly developed.",,A,66-50.PNG
