NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 11,A young female comes to the emergency department after ingesting 1o tablets of phenobarbital. which of the following components of the ETc is inhibited by this drug?,"a) succinate - Fe
b) cytochrome I-II
c) complex I to Q
d) complex IV","Phenobarbital is a barbiturate that inhibits complex I to Q of the electron transport chain.
Complex I of the electron transport chain is NADH-Q oxidoreductase. It oxidizes NADH and reduces coenzyme Q. Phenobarbital inhibits complex I to Q so that the electrons will not be able to be transferred from NADH to coenzyme Q, which is the first step in the electron transport chain. As a result, the rate of oxygen consumption will decrease.
The electron transport chain (ETC) represents the final pathway through which electrons, originating from the oxidation of carbohydrates, fatty acids, and amino acids, are channeled toward a final reaction with oxygen to produce water and ATP. The ETC complexes are embedded in the inner mitochondrial membrane.
The oxidation of compounds by ETC complexes leads to the release of free energy. This is used to pump H+ to the intermembrane space. This results in the formation of a proton motive force that is used for the phosphorylation of ADP to ATP. Thus, oxidation is coupled with phosphorylation to generate ATP. NADH generates 2.5 ATP and FADH2 generates 1.5 ATP.
The table below summarizes the inhibitors of the electron transport chain.
complexes of ETc: complex I:NADH-Q oxidoreductase, complex II:Succinate-Q reductase, complex III:Q- cyt c oxidoreductase, complex IV:cyt c oxidase, complex V:ATP Synthase
Inhibitors: Piericidin A,phenobarbital, r otenone; TTFA (thenoyltrifluoroaceton e), carboxin, malonate; BAL (British anti-lewisite), an timycin A; Hydrogen sulfide, carbon mo noxide, cyanide; Atractyloside, oligomycin",,C,
Question 12,"A child presents to you with bone pain, hepatosplenomegaly, and pancytopenia. A trephine biopsy aspirate shows the following finding. which of the following is the most likely enzyme deficient in this patient?","a) Galactocerebosidase
b) Glucocerebrosidase
c) sphingomyelinase
d) Alpha 1,4-glucosidase","The given clinical scenario of a child with bone pain, hepatosplenomegaly, and trephine biopsy showing Gaucher's cell with a characteristic crumpled tissue paper appearance is suggestive of Gaucher's disease. The deficient enzyme is glucocerebrosidase (also known as beta-glucosidase).
Gaucher's disease is an inborn error of metabolism caused due to a deficiency of beta-glucocerebrosidase. It is the most common lysosomal storage disorder and the mode of inheritance is autosomal recessive. There is an an accumulation of lipid-laden macrophages in the spleen, liver, and other tissues.
There are three clinical subtypes - type I (chronic non-neuronopathic), type II (acute neuronopathic), and type III (intermediate). clinical features include anemia, thrombocytopenia, hepatosplenomegaly, and neurological features depending on the subtype.
Gaucher's cells are formed as a result of the accumulation of massive amounts of glucocerebrosides within the phagocytes. The cells have a fibrillary cytoplasm and give a crumpled tissue paper appearance.",888-689.PNG,B,IMAGE Q
Question 13,"A 32-year-old lady comes with complaints of erythematous scaly rash, loose stools, and cognitive dysfunction. The rash involved her forearm, neck, and face. she seems to have difficulty remembering things from the recent past. Her electrolytes are within normal range. she admits to having shifted to a corn-based diet due to economic reasons. which of the following would improve her symptoms?","a) oral Nicotinamide supplementation
b) High dose of IV thiamine
c) High Dose Vitamin C
d) stop corn diet","The given clinical features suggests the diagnosis of pellagra, due to her corn-based diet. oral nicotinamide supplements can improve her symtpoms.
Niacin can be synthesized in the body from tryptophan. Two compounds, nicotinic acid and nicotinamide, have the biological activity of niacin. The nicotinamide ring of the coenzymes nicotinamide adenine dinucleotide (NAD) and nicotinamide adenine dinucleotide phosphate (NADP) participate in oxidation/reduction reactions.
The initial symptoms of pellagra include loss of appetite, generalized weakness, irritability, abdominal pain, and vomiting. This is followed by bright red glossitis and a characteristic pigmented, scaly skin rash in sun-exposed areas. This rash is known as casal’s necklace when it forms a ring around the neck.
The 4Ds of pellagra:
• Diarrhea
• Dermatitis
• Dementia, leading to
• Death
It is diagnosed by measuring urinary levels of 2-methyl nicotinamide and 2-pyridone.
other options:
option B: Thiamine (vitamin B1) deficiency leads to conditions like beriberi and wernicke-korsakoff syndrome, which are characterized by symptoms such as muscle weakness, peripheral neuropathy, cardiovascular issues, and confusion. while cognitive dysfunction can result from thiamine deficiency, rash and loose stools do not fit with thiamine deficiency. Therefore, thiamine would not address the full spectrum of this patient’s symptoms.
option C: vitamin C deficiency causes scurvy, which is associated with symptoms like bleeding gums, bruising, joint pain, and fatigue. Scurvy is not associated with a rash like the one described, nor does it typically cause cognitive dysfunction or diarrhea. Hence, high-dose vitamin C would not improve this patient’s symptoms.
option D: Corn-based diets are low in niacin and tryptophan, leading to pellagra over time, especially if the diet is not balanced with other niacin-rich foods. while stopping the corn-based diet could prevent further niacin deficiency, it will not immediately address the existing deficiency and symptoms like rash, diarrhea, and cognitive dysfunction. The patient would still need niacin supplementation to resolve the current symptoms.",951-714.PNG,A,
Question 14,"A 3-month-old child was brought to the clinic with a history of difficulty in feeding and failure to thrive. On examination, the child is floppy, 48 cm in length and weighs 2.8 kg. There is generalized hypotonia, macroglossia and hepatomegaly. The chest x-ray of the child is given below. what is the most likely diagnosis?","a) Ebstein's anomaly
b) Pompe's disease
c) Transposition of great arteries
d) von- Gierke's disease","The child with a clinical history of difficulty feeding and failure to thrive with generalised hypotonia, macroglossia, hepatomegaly and chest x-ray findings of massive cardiomegaly suggest a diagnosis of pompe's disease.
pompe's disease is a glycogen storage disorder(type II) caused by a deficiency of lysosomal acid maltase (alpha-glucosidase) which leads to the accumulation of glycogen in the lysosomes of the liver (hepatomegaly), skeletal muscles in the form of large vacuoles (hypotonia and weakness), cardiac muscles (hypertrophic cardiomyopathy). The child generally dies by the age of 2 years due to cardiac failure. The adult form presents with muscle dystrophies.
Laboratory findings show elevated levels of serum creatine kinase (Ck), aspartate transaminase (AST), alanine transaminase (ALT), and lactate dehydrogenase (LDH). urine glucose tetrasaccharide, a glycogen breakdown metabolite, is a reliable biomarker for disease severity and treatment response. Treatment includes enzyme replacement therapy with recombinant enzyme a-glucosidase alfa (Myozyme).
Given below is the image of muscle biopsy showing glycogen-positive vacuoles.
other options:
option A- Ebstein's anomaly is the teratogenic effect of maternal lithium consumption which causes a cyanotic heart disease in the newborn with atrialization of the right ventricle and conduction defects. The chest X-ray will show a box-shaped enlargement of the right atrium and pulmonary oligemia.
option C- Transposition of great vessels is cyanotic congenital heart disease where there is a switch in the position of two main arteries i.e. pulmonary artery and aorta. X-ray shows of egg-on-string appearance with pulmonary plethora.
option D- von- Gierke's disease occurs due to a deficiency of glucose-6-phosphatase. patients present commonly in 3-4 months of age with hypoglycemia, lactic acidosis, hepatomegaly, growth retardation, hyperuricemia, and hyperlipidemia.",1024-738.PNG,B,"IMAGE A,IMAGE B;968-722.PNG"
Question 15,"A patient presented with multiple yellowish raised plaques on eyelids, xanthomas on the achilles tendon. what is the likely cause for the patient's presentation?","a) Familial hypercholesterolemia
b) Tangier's disease
c) xanthomatosis
d) Fabry's disease","The clinical presentation with yellowish, raised plaques on eyelids, and tendon xanthomas points to a diagnosis of familial hypercholesterolemia (FH).
Familial hypercholesterolemia (type IIa hyperlipoproteinemia) is an inherited disorder due to defects in LDL receptors and Apo B1oo. This decreases the uptake of Low-density lipoprotein and cholesterol leading to their increased levels in the blood. The increased LDL accumulates in the blood vessels causing atherosclerosis (premature coronary artery disease)and in the Achilles tendon causing tendon xanthomas. Xanthomas are tumorous masses produced by foamy cell clusters (lipid-laden macrophages) found in the connective tissue of the skin and tendons. patients can also have yellowish plaques around the eyes (Xanthelasma) and corneal arcus.
Treatment includes lifestyle changes, restriction of a fatty diet, and pharmacotherapy with statins in heterozygous FH patients.
The images below show Achilles tendon xanthoma and xanthelasma respectively:
other options:
option B: Tangier’s disease is a hypolipoproteinemia caused by a mutation of the ABCA1 gene. Enlarged orange tonsils are pathognomonic. Low HDL levels are seen. There is an increased risk for atherosclerosis.
The image below shows enlarged yellow-orange coloured tonsils in Tangier's disease.
option C: xanthomatosis is the deposition of lipids in various parts of the body like tendon xanthomas, xanthelasma, eruptive and tuberous xanthomas. This is a sign of underlying lipid metabolism disorders.
option D: Fabry's disease is a lysosomal storage disorder with a defect in alpha-galactosidase. It causes angiokeratomas, hypohidrosis and characteristic Maltese cross deposits in urine.",,A,"IMAGE A,IMAGE B,IMAGE C;969-723.PNG"
Question 16,A child presented to the OPD with complaints of fatigue and muscle weakness while exercising. Laboratory investigations found that LCFA oxidation was affected. A muscle biopsy was done which revealed the presence of fat vacuoles. what is the probable diagnosis?,"a) LDL defect
b) LPL defect
c) Fatty acid synthase defect
d) carnitine deficiency","The clinical scenario of a child with fatigue and muscle weakness on exercise with laboratory findings of LCFA oxidation deficiency and fat vacuoles on muscle biopsy suggests a diagnosis of carnitine deficiency.
Carnitine deficiency is a defect in fatty acid oxidation that leads to hypoketotic hypoglycemia and hyperammonemia. Carnitine transports activated LCFA (long chain fatty acyl CoA) from the cytoplasm to the mitochondria for beta-oxidation (as they cannot cross the mitochondrial membrane), carnitine deficiency impairs this transport causing accumulation of lipids (skeletal muscle weakness). This excess fatty acid inhibits the urea cycle causing hyperammonemia. since beta-oxidation cannot occur, energy production is reduced, and there is hypoglycemia without a corresponding increase in ketone bodies (hypoketotic) during times of glucose depletion such as exercise.
The role of carnitine in the metabolism of fatty acids is demonstrated in the image below:
clinical features of carnitine deficiency begin in childhood and include poor feeding, lethargy, liver dysfunction and hepatomegaly, hypotonia, and dilated cardiomyopathy. Treatment involves oral supplementation of carnitine.
other options:
option A: An increase in LDL can cause hyperlipoproteinemia, and reduced LDL can cause defective absorption of fat-soluble vitamins.
option B: LPL is involved in hydrolysis of lipoproteins in the blood to free fatty acid and glycerol which are then taken up by the tissues. A defective LPL can cause type 1 familial chylomicronemia syndrome presenting as pancreatitis.
option c: Fatty acid synthase is a multienzyme complex involved in fatty acid synthesis in the cytosol which when defective may impair energy production, essential fatty acids, and affect metabolic pathways. There is no accumulation of fat vacuoles since fatty acids are not synthesised.",,D,IMAGE A
Question 17,A mother came back home to see her child suffering from difficulty breathing. The child had contact with rotenone while trying to bathe their pet. The child was taken to the emergency department and she later passed away. Inhibition of which of the following enzymes was the likely cause of her death?,"a) cytochrome c reductase
b) succinate dehydrogenase
c) NADH-Q oxidoreductase
d) cytochrome oxidase","In the given clinical vignette, inhibition of NADH-Q oxidoreductase by rotenone was the likely cause of breathlessness, followed by death in this child.
Rotenone inhibits complex I, thereby inhibiting the respiratory chain, so electrons cannot be transferred to oxygen. This halts ATP production, leading to an energy deficit in the cells, eventually causing cell death. The ETc constitutes four enzyme complexes:
• complex I: NADH-Q oxidoreductase
• complex II: succinate-Q reductase
• complex III: Q-cytochrome c oxidoreductase
• complex IV: cytochrome c oxidase
components of complex I are FMN and Fe-S complex. NADH-Q oxidoreductase catalyses the transfer of electrons from NADH to coenzyme Q, along with the transfer of four H+ across the membrane.",,C,
Question 18,A child suffering from phenylketonuria was started on necessary dietary modifications but the neurological symptoms persisted. Phenylalanine hydroxylase levels in the serum are normal. which of the following enzymes is likely to be deficient in this case?,"a) Tyrosine hydroxylase
b) Homogentisate oxidase
c) Tetrahydrobiopterin synthase
d) Dopa decarboxylase","This child with phenylketonuria with neurological symptoms not improving despite dietary modifications and normal serum phenylalanine hydroxylase level is suggestive of tetrahydrobiopterin (BH4) synthase deficiency.
A diet low in phenylalanine (eg: tapioca) is the mainstay of treatment for classic phenylketonuria but may not be sufficient in BH4 deficiency where supplementation with BH4 and deficient neurotransmitter precursors (L-dopa) is required to overcome the block.
Phenylketonuria (Pku) is an inborn error of metabolism seen due to a defect in the enzyme phenylalanine hydroxylase (classic phenylketonuria) and less commonly, due to a defect in BH4 synthase (non-classical). These defects result in the impaired conversion of phenylalanine to tyrosine. The patient develops clinical features due to elevated levels of phenylalanine metabolites and decreased levels of tyrosine. The excess phenylalanine in the blood is metabolized to phenylpyruvate (positive ferric chloride) and phenylacetate (mousy odour) which are excreted in the urine. Infants appear normal at birth and gradually develop symptoms of hyperreflexia, seizures, hypopigmentation, low IQ, hyperactivity, and tremors.
Tandem mass spectroscopy is the investigation of choice. Guthrie test is a screening test that shows with absence of growth of Bacillus subtilis. The ferric chloride test is positive with the development of a transient blue-green colour.
other options -
option A: Tyrosine hydroxylase is the rate-limiting enzyme in the synthesis of epinephrine, converts tyrosine to DoPA, its deficiency does not cause phenylketonuria
option B: Homogentisic acid oxidase converts homogentisic acid to maleylacetoacetic acid in the tyrosine degradation pathway and its deficiency causes alkaptonuria with a dark colour of urine on standing, bluish-black pigmentation in connective tissue (ochronosis) and arthritis.
option D: Dopa decarboxylase is another enzyme involved in the synthesis of epinephrine. It converts DoPA to dopamine in the presence of vitamin B6. while enzymes involved in epinephrine synthesis cause neurological dysfunction, they do not cause phenylketonuria as such.",,C,
Question 19,"which micronutrient is most likely deficient in a patient with the radiographic findings given below along with anemia, neutropenia, depigmented hair and skin?","a) Iron
b) zinc
c) copper
d) Fluoride","The given clinical features of anaemia and neutropenia, along with depigmented hair and skin and the radiological findings suggestive of pelkan spurs, trummerfeld zone, Frenkel's line, and wimberger's ring sign point to the diagnosis of Menke's disease. Patients with this condition have low serum levels of copper.
Menke's disease or Menke-kinky hair syndrome is an X-linked recessive condition caused due to a mutation in the ATP7A gene on chromosome X. This causes impaired transport of dietary copper from the small intestine to the liver leading to low levels of copper-containing enzymes.
The final step of collagen synthesis involves the formation of covalent cross-links. This is done by the enzyme lysyl oxidase, a copper-containing protein. This is essential for the strength and rigidity of collagen. As a result of deficiency of copper in Menkes disease, this step of collagen synthesis is affected.
The patient presents with depigmented kinky hair, failure to thrive, neurodegenerative symptoms (loss of developmental milestones, truncal hypotonia, epilepsy), multiple fractures, anaemia due to ceruloplasmin deficiency, neutropenia, and recurrent infections.
Lab investigations show low serum copper (<65 μg/dL) and low ceruloplasmin(<2o mg/dl). The disease is fatal and has no curative treatment.
A variety of distinct anomalies that are representative of scurvy and acquired copper insufficiency can be seen on radiographs of people with menke's disease.
These include:
Early administration of L-histidine and copper chloride injections may be beneficial.
other options:
option A: Iron deficiency causes iron deficiency anemia, and hair loss (telogen effluvium. It does not cause neutropenia, depigmentation of hair and skin, or bony abnormalities.
option B: zinc deficiency causes acrodermatitis enteropathica characterized by periorificial dermatitis, diarrhea, and alopecia.
option D: Fluoride is essential for bone and teeth mineralization and its deficiency causes decreased bone-mineral density, osteoporosis, and tooth decay.",953-715.PNG,C,IMAGE Q;973-724.PNG
Question 20,"A child presented with recurrent abdominal pain, vomiting, and diarrhea following ingestion of milk-based products. which enzyme is likely to be deficient?","a) Lipase
b) Maltase
c) Amylase
d) Lactase","The given scenario indicates intolerance of milk-based products in this child, hence, the enzyme likely to be deficient is lactase.
Lactase is the enzyme that is responsible for breaking down lactose, a disaccharide found in milk and dairy products. when this enzyme is deficient, it can lead to the accumulation of lactose in the intestinal lumen where it is fermented by intestinal bacteria to lactate which produces symptoms of lactose intolerance, including recurrent abdominal pain, vomiting, and diarrhea after consuming lactose-rich food items. Lactase and maltase are present in the intestinal brush border.
other options:
option A- Lipases are involved in the hydrolysis of dietary triglycerides to free fatty acids and glycerol. It is deficient in exocrine pancreatic deficiency states such as chronic pancreatitis, cystic fibrosis, and crohn's. Although it might also present with abdominal pain and diarrhea, the stools are foul-smelling(due to gut bacteria) and greasy due to the presence of fat (steatorrhea) and are also associated with fat-soluble vitamin deficiency.
option B- Maltase breaks down maltose which is a disaccharide intermediate of starch breakdown.
option c- Amylase hydrolyses starch which is a glucose homopolymer and is present in germinating cereals, potatoes, legumes, and malt.",,D,
Question 21,"In the given Lineweaver-Burk plot, the blue line represents the action of an enzyme, and the red line represents the action of the same enzyme in the presence of an inhibitor. what is the type of inhibition shown here?","a) competitive inhibition
b) Non-competitive inhibition
c) uncompetitive inhibition
d) Allosteric inhibition","The given graph shows competitive inhibition, in which the value of vmax remains constant and the km value increases. The intercept on the y-axis remains unchanged while the intercept on the x-axis shifts close to zero forming a steeper slope.
competitive inhibition is when the inhibitor binds reversibly to the substrate-binding site and competes with the substrate for the active enzyme-binding site. This effect of competitive inhibition can be overcome by increasing the substrate concentration by which maximum velocity can still be achieved. Therefore, vmax (maximum velocity of the reaction) is unaltered in this type of inhibition. However, the concentration of the substrate required to achieve half of the maximum velocity is increased. Therefore, km is increased in this condition.
The graph below shows the changes in vmax and km in competitive inhibition.
other options:
option B: Non-competitive inhibition is by binding inhibitors to enzymes in locations remote from the active site. Increasing the concentration of the substrate does not overcome non-competitive inhibition. Thus, noncompetitive inhibitors decrease the vmax of the reaction. They do not interfere with the binding of the substrate to the enzyme. Thus, the enzyme shows the same km in the presence or absence of noncompetitive inhibitors.
The graph shows the changes in vmax and km in non-competitive inhibition.
option C: In uncompetitive inhibition, inhibitors bind with the enzyme-substrate intermediate complex, and inhibit it. This leads to a decrease in both vmax and km. An example is the inhibition of placental alkaline phosphate (ALP) by phenylalanine.
option D: In Allosteric inhibition, inhibitors bind to a site other than the active site i.e. allosteric site, and induce a conformational change (change in the shape of the active site unlike in non-competitive inhibition) thus, inhibiting the enzyme. ATP is an allosteric inhibitor of phosphofructokinase in glycolysis.",Picture3.png,A,IMAGE Q
