NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 11,The parents notice that their child is tired and that he has shortness of breath on climbing stairs and while lying down. what is the first investigation that you would do?,"a) Echocardiogram
b) chest x-ray
c) Spirometry
d) MRI to rule out enlarged heart","The first investigation to be done for a child who feels shortness of breath on climbing stairs and in the supine position is a chest x-ray.
The child having shortness of breath on climbing stairs is known as dyspnea on exertion. The most common cause is congestive heart failure. The child feeling shortness of breath in the supine position is orthopnea. It is relieved on sitting or standing.
Respiratory causes include asthma, chronic obstructive pulmonary disorder (COPD), pneumonia, and pulmonary embolism. Cardiovascular causes include congestive heart failure(CHF), pulmonary edema, valvular heart defect, and pulmonary hypertension.
Evaluation begins with assessing the airway, breathing, and circulation of the patient. Oxygen saturation can appear normal at rest, and hence oxygen saturation during physical activity should be obtained. A chest x-ray is the first diagnostic test which can show pulmonary pathology or pumonary edema and other signs of CHF that could help in identifying the cause and further evaluation.
other options:
option A: An echocardiogram can be done if the chest X-ray is abnormal. It is done to evaluate cardiac function, valvular function, and pericardial space.
option C: spirometry is done when the chest x-ray is normal. It is done to determine lung function. Abnormal spirometry can indicate either an obstructive pathology such as asthma, or CopD or a restrictive disease such as interstitial fibrosis.
option D: Cardiac MRI (Magnetic resonance imaging) is an emerging modality done to look for cardiomegaly. It is for the accurate evaluation of left and right ventricular mass, size, and function. It is also used for localizing ischemic and non-ischemic causes such as myocarditis.",,B,
Question 12,Match the following molecules with their carriers in plasma:,"a) 1-b, 2-c, 3-d, 4-a
b) 1-a, 2-b, 3-c 4-d
c) 1-a, 2-d, 3-b 4-c
d) 1-b, 2-c, 3-a, 4-d","The correct pairs are as follows:
1. Thyroxine - B. pre-albumin
2. vitamin B12 - C. Transcobalamin
3. Hemoglobin - D. Haptoglobin
4. Heme - A. Hemopexin
Thyroxine is carried by thyroid-binding prealbumin, which is also known as transthyretin.
vitamin B12 binds to transcobalamin II in the ileal cells and is secreted into the plasma.
Transcobalamin II delivers vitamin B12 to the liver and other cells of the body, including rapidly proliferating cells in the bone marrow and the gastrointestinal tract.
Hemopexin binds to porphyrins, particularly heme, for heme recycling.
Haptoglobin binds to free hemoglobin and prevents its excretion in urine.",,A,
Question 13,Arrange the following steps of ventricular action potential in the correct order.,"a) B, A, C, D
b) D, C, B, A
c) C, D, A, B
d) A, B, C, D","The correct sequence for ventricular action potential is as follows:
C. opening of voltage-gated sodium channels
D. Transient outward flow of potassium
A. opening of voltage-gated calcium channels
B. Repolarizing K+ currents
The events of action potential occur in the following sequence:
• phase o: voltage-gated Na+ channels open in response to depolarizing stimulus (rapid depolarization phase)
• phase 1: Inactivation of voltage-gated Na+ channels and transient outward flow of K+ causes rapid repolarization (rapid repolarization phase)
• phase 2: opening of slow voltage-gated Ca2■ channels causes the influx of calcium into the cells and results in the plateau phase (plateau phase)
• phase 3: opening of various K+ channels results in the efflux of K+ from the cells and results in slow repolarization (slow repolarization phase).
• phase 4: Return to resting membrane potential",,C,581-511.PNG
Question 14,what does the zero pressure indicate in the pressure-volume curve?,"a) Residual volume
b) Functional residual capacity
c) Tidal volume
d) Inspiratory reserve volume","The zero pressure in the pressure-volume curve indicates the functional residual capacity.
The pressure-volume relationship is basic to the understanding of the fundamental relationship between the compliance of the lungs and the chest wall. It is measured by a spirometer.
The functional residual capacity is the volume of the air that remains in the lungs after normal expiration. The normal value is about 2.5 liters.
other options:
option A: Residual volume is the air left in the lungs after a maximal expiratory effort.
option C: Tidal volume is the amount of air that moves in during each inspiration or the amount of air that moves out with each expiration, during quiet breathing. The normal tidal volume is 5oo–75o mL.
option D: Inspiratory reserve volume is the air inspired with a maximal inspiratory effort in addition to the tidal volume.",,B,
Question 15,How is cerebral perfusion pressure calculated?,"a) systolic blood pressure + Intracranial pressure
b) systolic blood pressure - intracranial pressure
c) Mean arterial pressure/intracranial pressure
d) Mean arterial pressure - intracranial pressure","Cerebral perfusion pressure (CPP) is calculated as mean arterial pressure (MAP) - intracranial pressure (ICP).
However, ICP values are not readily available. In this case, CPP may be calculated as MAP - central venous pressure (CvP), and if CvP > ICP.
The brain depends on continuous perfusion for oxygen and glucose delivery, thus its survival. The blood flow to the brain is normally about 55 mL per 1oo g of brain tissue. If the cerebral flow reduces to less than 2o mL per minute, the brain undergoes ischemia.
Blood flow depends on cerebral perfusion pressure (CPP). Normally the CPP is 75-1o5 mmHg, MAP is 9o-11o mmHg and ICP is 5-15 mmHg.
According to Monro kellie doctrine, the cranium is a rigid box containing a nearly incompressible brain. In cases of head trauma, there is an expansion of cranial content, in the form of hematomas and brain swelling. This increase in cranial pressure is accommodated initially by the exclusion of fluid components, venous blood, and cerebrospinal fluid. Further increase in the cranial pressure leads to an uncontrolled rise in ICP resulting in a compromise in cerebral perfusion and eventually cerebral herniation.
Acute rise in ICP causes Cushing reflex, a triad of widened pulse pressure (increasing systolic, decreasing diastolic) bradycardia, and irregular respirations.
Thus, in cases of head injury with intracranial bleeding, cranial decompression is performed to avoid further complications due to the raised ICP.",,D,
Question 16,Fluid leaving the proximal convoluted tubule in the absence of antidiuretic hormone is:,"a) Isotonic
b) Hypotonic
c) Hypertonic
d) Depends on fluid intake","Fluid leaving the proximal convoluted tubule (PCT) in the absence of antidiuretic hormone (ADH) is isotonic.
The PCT is the site of maximum water reabsorption under normal physiological conditions.
It reabsorbs around 6o% of the filtered NaCl and water and other nutrients such as glucose and amino acids. Isosmotic reabsorption occurs in the PCT, so the amount of solute and water reabsorbed are coupled and proportional to each other. Here, sodium is reabsorbed along with the water. The large amounts of sodium and water reabsorption are essential in maintaining the ECF volume.
In addition to the isosmotic reabsorption, the water reabsorption in the PCT also occurs through aquaporin-1 which are active water channels. Reabsorption of sodium and water in PCT is not affected by ADH levels. Thus even in the absence of ADH, fluid is isotonic in PCT.",,A,
Question 17,"2,3-BPG causes the unloading of oxygen to tissues by _________.","a) Increasing ATP production
b) Binding to beta subunit of Hb
c) Inhibiting taut structure
d) Decreasing ATP production","2,3-Bisphosphoglycerate (BPG) causes the unloading of oxygen to tissues by binding to the beta subunit of Hb.
2,3 BPG is formed from glycolysis. It is found in high amounts in red blood cells and in trace amounts in most other cells. 2,3 BPG facilitates increased oxygen delivery by reducing the affinity of hemoglobin for oxygen.
Hemoglobin exists in 2 forms in the blood. The deoxyhemoglobin form is called the taut or T form. This hemoglobin has a low affinity for oxygen. The oxyhemoglobin form is called the relaxed or R form. This hemoglobin has a high affinity for oxygen.
2,3 BPG binds more selectively to deoxyhemoglobin and stabilizes the taut conformation of hemoglobin (option C).
other options:
options A and D: The process of unloading oxygen by 2,3 BPG is independent of ATP production.",,B,
Question 18,The graph below shows oxygen dissociation curves. what does the curve marked as 'A' indicate?,"a) Myoglobin
b) carboxyhemoglobinemia
c) Methemoglobin
d) Fetal hemoglobin","The curve 'A' shows a hyperbolic curve that is characteristic of oxygen dissociation in myoglobin.
Myoglobin is an iron-containing component of the skeletal muscle. Myoglobin can bind only to one oxygen molecule and hence lacks co-operative binding. It has a higher affinity to oxygen than hemoglobin and hence releases oxygen only at low Po2 values. This leads to a leftward shift in the myoglobin oxygen dissociation curve.
Myoglobin is present in large quantities in muscles that are commonly used for sustained contraction. During such contractions, muscle blood supply is decreased due to compression. Myoglobin facilitates oxygen supply in these conditions.
other options:
option B: Carbon monoxide (Co) reacts with hemoglobin to form carbon monoxyhemoglobin (carboxyhemoglobin or CoHb). The affinity of hemoglobin for Co is 21o times its affinity for o2, and CoHb liberates Co very slowly. An additional difficulty is that when CoHb is present, the dissociation curve of the remaining Hbo2 shifts to the left, decreasing the amount of o2 released.
option C: Hemoglobin normally has ferrous ion. when it is oxidized to ferric iron, it is called methemoglobin. It causes dark-coloured blood.
option D: Fetal hemoglobin (HbF) is structurally similar to hemoglobin A except for the gamma chains. It binds less avidly to 2,3 bisphosphoglycerate and hence has higher affinity for oxygen leading to left ward shift in the dissociation curve.",564-498.PNG,A,
Question 19,which among the following organs has the least arteriovenous oxygen difference?,"a) Brain
b) Kidney
c) skin
d) Liver","The organ with the least arteriovenous oxygen difference is the kidney.
The arteriovenous oxygen difference is the amount of oxygen the tissues take up from the blood. If the amount of oxygen utilized by the tissues is more, the greater the arteriovenous oxygen difference.
The renal cortical blood flow is comparatively greater as the main function is to filter large volumes of blood through the glomeruli. Here, the oxygen extracted from the blood is relatively less. The arteriovenous oxygen difference for the kidney is only 14 mL/L of blood, which is very less when compared to the brain and heart.
organs: Brain, Kidney, skin, Liver, Heart muscles
Arteriovenous oxygen Difference (mL/L): 62, 14, 25, 34, 114",,B,
Question 20,The image shows changes in membrane potential during an action potential. The region marked between 4 to 5 is due to ________.,"a) Influx of Na+
b) Efflux of Na+
c) Influx of K+
d) Efflux of K+","The region marked between 4 and 5 in the action potential curve indicates repolarization due to the efflux of K+ ions across the cell membrane.
The sequence of events during the action potential occurs in the following sequence.
1. Resting state: Both channels are closed.
2. Na+ channels open in response to depolarizing stimulus. sodium enters the cell. The membrane reaches threshold potential.
3. The sodium influx causes the opening of more Na+ channels through a positive feedback mechanism. Rapid depolarization occurs.
4. sodium conductance decreases.
5. Na+ channels close and K+ channels open. Due to K+ efflux, repolarization occurs.
6. Na+ channels are reset and are ready to respond to another depolarizing stimulus (relative refractory period). During this phase, the K+ channels remain open and slowly return to the closed state causing after-hyperpolarization.
7. Both channels are closed. The membrane returns to RMP.",565-499.PNG,D,578-508.PNG
Question 21,what is the value of normal tissue oncotic pressure?,"a) 12 mmHg
b) 25 mmHg
c) 32 mmHg
d) 54 mmHg","The value of normal tissue oncotic pressure is 12 mmHg. It refers to the interstitial osmotic pressure.
The interstitial oncotic pressure, while very small, is the pressure exerted by a small amount of protein present in the interstitium that tends to pull fluids out of the capillaries. It is different for each organ based on the level of protein components. It is mostly negligible, but sometimes can be as high as 6 mmHg in the brain. The values are also positive in the liver and kidneys.
The colloid osmotic pressure or oncotic pressure is the osmotic pressure exerted due to the presence of colloidal proteins like albumin and globulin within the plasma. The colloidal proteins are impermeable to the semi-permeable cell membrane and cannot cross the membrane. Thus, it exerts osmotic pressure, which pulls fluid into the capillaries.
The lowest number in the given options is 12 mmHg and, hence, is the best possible answer to this question.",,A,
Question 22,where is the signaling sequence in a type 2 membrane protein located?,"a) Inside the membrane at the N-terminal end
b) Inside the membrane at the C-terminal end
c) outside the membrane at the N-terminal end
d) outside the membrane at the C-terminal end","The signaling sequence in a type 2 membrane protein is located inside the membrane (transmembrane region).
A membrane protein can be either integral protein (spans the thickness of the cell membrane) or peripheral protein (attached to the peripheral side of the membrane).
Integral membrane proteins or transmembrane proteins are embedded in the cell membrane, spanning through the entire thickness. They are anchored by hydrophobic interactions and require the use of detergent for solubility. Examples are ligand-binding receptors for hormones or neurotransmitters, transport proteins like Na+-K+ ATPase, pores, ion channels, cell adhesion molecules, and GTP-binding proteins (G proteins).
Peripheral proteins are attached only to one surface of the cell membrane and do not penetrate all the way through. They are often attached to integral proteins. Examples are cell surface receptors, enzymes, ankyrin.
signaling sequences are 16 to 3o amino acid residues in length and located at the N-terminal extension of the membrane proteins. After an appropriate trigger, they are either cleaved (and bind to MHC class I of the endoplasmic reticulum) or act as a membrane anchor (transporting proteins across the membrane).
Integral proteins can be divided into:
• Type I integral proteins have a cleavable N-terminal signal sequence (towards the cytosol).
Examples include histocompatibility antigens, glycophorin, and membrane immunoglobulin.
• Type II integral proteins have a non-cleavable N terminal combined signal/anchor sequence.
Examples include transferrin receptors and glycosyl transferases.",,A,588-513.PNG
Question 23,which of the following primary second messengers is involved in the contraction of ciliary muscles while focusing on near objects?,"a) cAMP
b) cGMP
c) Na+ inflow through a channel
d) IP3","IP3 is the primary second messenger involved in the contraction of ciliary muscles to focus on a near object.
on focusing on a near object, stimulation of the parasympathetic nerve fibers leads to the contraction of the bilateral ciliary muscle, via short ciliary nerves, which relaxes the lens ligaments. The lens becomes thicker and the increase in the refractive index allows the eye to focus on the near object. This is known as the accommodation reflex.
In the ciliary muscles of the eye, contraction is mediated via M3 > M2 receptors, while relaxation is mediated via the β2 receptor.
M3 receptors act via the formation of inositol 1,4,5-trisphosphate (IP3) and diacylglycerol (DAG), leading to an increase in intracellular Ca2+ and activation of protein kinase C, respectively. The increase in intracellular Ca2+ sets up a chain reaction which eventually leads to contraction of the ciliary smooth muscle of the eye.
Thus, in the contraction of the ciliary muscle during focusing on a near object, the second messenger involved is the IP3-DAG pathway.",,D,
Question 24,which of the following tissues are dependent on insulin for glucose uptake?,"a) Brain
b) Adipose tissue
c) Pancreas
d) Muscle","Adipose tissue is dependent on insulin for glucose uptake.
The uptake of glucose in skeletal muscles is also dependent on insulin but may be mediated via non-insulin-dependent mechanisms as well (such as muscle contractions). Therefore the best answer out of the given options is adipose tissue.
Glucose uptake by skeletal muscle, cardiac muscle, and adipose tissues is via GLUT-4 which is insulin-dependent. In the presence of insulin, GLUT-4 receptors translocate to the cell membrane and hence, glucose uptake by the cell occurs.
Most of the other GLUT transporters are not insulin sensitive and are constitutively expressed in the cell membrane. Ex: GLUT-1 in RBCs, brain and kidneys. (GLUT-3 is also present in the brain and kidneys)",,B,
Question 25,The second phase of saliva secretion involves:,"a) Active Na+ reabsorption, passive Cl- reabsorption, passive K+ secretion, active secretion of HCO3-
b) passive Na+ reabsorption, active Cl- reabsorption, passive K+ secretion, active secretion of HCO3-
c) passive Na+ secretion, active Cl- reabsorption, active K+ secretion, passive secretion of HCO3-
d) Active Na+ reabsorption, passive Cl- reabsorption, active K+ secretion, passive secretion of HCO3-","During the second phase of salivary secretion, Na+ is actively reabsorbed, Cl- is reabsorbed passively, K+ is secreted actively and HCO3- is secreted passively (part of the secretion may be active as well, but among the given options, option D is the most accurate with respect to all the ions).
salivary secretion occurs in two stages:
The first stage involves acini, which secrete ptyalin and/or mucin together with some ions. The composition of the ions is similar to that of the extra-cellular fluid.
The second stage involves the ducts. As the primary salivary secretion flows through the ducts, two active transport processes occur:
• Na+ is actively re-absorbed and K+ is actively secreted, in exchange for Na+.
• HCO3- is secreted by the ductal epithelium into the lumen of the salivary ducts. some of this secretion occurs by passive bicarbonate exchange for Cl- and partly active secretion.
As a result, the Na+ and Cl- concentrations are lower than that of plasma, while K+ and HCO3- concentrations are higher than that of plasma.
Composition of ions:
• Under resting conditions, the Na+ and Cl- concentrations in saliva are about 15 mEq/L each, which is 1/7th to 1/1oth of the plasma concentrations.
• K+ concentration is about 3o mEq/L, which is seven times higher than that of plasma.
• HCO3- concentration is 5o to 7o mEq/L, which is two to three times higher than that of the plasma.",,D,
Question 26,Macula densa is made of specialized cells located at:,"a) Junction of thick descending limb and DCT
b) Junction of thick descending limb and pCT
c) Junction of thick ascending limb and DCT
d) Junction of DCT and collecting duct","Macula densa are the specialized cells present at the distal end of the thick ascending loop of Henle, where it reaches the glomerulus. Distal convoluted tubule starts from macula densa.
Macula forms the part of the juxtaglomerular apparatus.
signals from the renal tubules affect filtration in its glomerulus. As the rate of flow through the ascending limb of the loop of Henle and the first part of the distal tubule increases, glomerular filtration in the same nephron decreases, and vice versa. This is known as tubuloglomerular feedback which maintains the constancy of the load delivered to the distal tubule.
The sensor is the macula densa. The Na+ and cl- in the fluid enter the macula densa cells via theNa+–K–2cl- cotransporter in their apical membranes. The increased Na+ increases the Na+-K+ ATPase activity causing ATP hydrolysis and the formation of adenosine. This acts on adenosine A1 receptors on the macula densa cells, causing the release of ca2+ into the vascular smooth muscle in the afferent arterioles, leading to vasoconstriction and decreased GFR.",nan,C,588-513.PNG
Question 27,which of the following can be used to calculate the cardiac output?,"a) A, B, C, D
b) A, D
c) B, C, D
d) A, C, D","Fick principle, thermodilution, and EcHo can be used to measure cardiac output.
cardiac output is the amount of blood pumped by the heart into the aorta every minute. The average cardiac output is 5L/min and can be measured by various indirect methods.
Fick's principle uses the total amount of oxygen absorbed from the air by the lungs and the arteriovenous oxygen difference of blood to calculate the cardiac output using the following formula:
cardiac output (L/min) 〓 (o2 absorbed per minute by the lungs (mL/min)) / (Arterio-venous o2 difference(mL/L of blood))
Thermodilution method employs cold saline which is infused into the right atrium through a double-lumen swan–Ganz thermodilution catheter and the temperature change is measured at the pulmonary artery using a thermistor at the end of the catheter. The mean decrease in the temperature of blood is inversely proportional to the cardiac output.
An EcHo uses ultrasound waves from a transducer placed on the chest wall to measure the velocity of blood flowing from the left ventricle into the aorta. stroke volume can be calculated from this. cardiac output 〓 Heart Rate X stroke volume.
The other methods that can be used to measure cardiac output include impedance cardiography a.k.a. thoracic electrical bioimpedance, electromagnetic or ultrasonic flowmeter,and indicator dilution method.
ventilation-perfusion scan is not a method of cardiac output measurement. It is used to assess pulmonary circulation.",,D,
Question 28,Match the given cellular components with their respective marker enzymes.,"a) 1-D, 2-A, 3-C, 4-B
b) 1-D,2-A,3-B,4-C
c) 1-C, 2-B, 3-A, 4-D
d) 1-B, 2-C, 3-D, 4-A","The correctly matched answer is 1-D,2-A,3-B,4-c.
Each organelle has some specific enzymes are called marker enzymes. After centrifugation, the separated organelles are identified by the detection of marker enzymes in the sample.
cellular components: 1. Mitochondria, 2. Peroxisomes, 3. Golgi complex, 4. Endoplasmic reticulum
Marker enzymes: D. ATP synthase, A. catalase, B. Galactosyl transferase, c. Glucose-6-phosphatase",,B,C
