NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 11,paradoxical bronchoconstriction seen with ipratropium bromide is due to all except,"a) Hypertonic saline
b) EDTA
c) Benzalkonium chloride
d) prejunctional M2 receptor blockade","paradoxical bronchoconstriction with ipratropium bromide is seen with a hypotonic nebulizer solution and not hypertonic saline.
paradoxical bronchoconstriction with ipratropium bromide is seen especially when given by a nebulizer and may be due to the following factors:
• Hypotonic nebulizer solution
• Antibacterial additives like benzalkonium chloride and EDTA
• It may be also due to prejunctional M2 receptor blockade on the cholinergic nerves present in the airway. These prejunctional M2 receptors normally inhibit acetylcholine release into the synapse. So their blockade can cause increased Ach release and bronchoconstriction.
paradoxical bronchoconstriction is not reported with tiotropium bromide or any other long-acting muscarinic antagonists. Tiotropium is selective for M3 and M1 receptors and therefore less likely to produce prejunctional M2 receptor blockade.
other adverse effects of inhaled muscarinic antagonists:
• A bitter taste is seen with ipratropium
• Nebulization with ipratropium bromide may precipitate glaucoma in elderly patients. This is due to the direct effect of the drug on the eyes and can be easily prevented by using a mouthpiece instead of a facemask.
• Long-acting agents can cause dryness of the mouth.
• In elderly patients, urinary retention may be seen occasionally.",,A,
Question 12,Antimicrobial combinations are used in all except,"a) Gonorrhea
b) Tuberculosis
c) Intra abdominal infections
d) Malaria","Gonorrhea is not managed by antimicrobial combinations. According to the latest CDC guidelines, single-agent therapy with ceftriaxone is the preferred treatment for gonococcal infections.
single-dose of 5oomg intramuscular(IM) ceftriaxone is given for gonorrhea. It is important to note that the previous guidelines that recommended dual therapy with ceftriaxone and azithromycin are no longer preferred.
Monotherapy with ceftriaxone is given when concurrent chlamydia infection is ruled out by molecular testing. If this is not done then presumptive treatment for chlamydia should be given along with the treatment of gonorrhea. According to CDC guidelines, 1oomg doxycycline twice daily for 7 days is given as presumptive treatment of chlamydia in nonpregnant individuals.
other options:
Tuberculosis: Multidrug therapy is given in tuberculosis for proper cure and to prevent the selection of drug-resistant mutants. ATT regimen is given in detail in the pearl attached.
Intraabdominal infections: It is usually polymicrobial and can result in an intraabdominal abscess or secondary peritonitis. These are managed with either single-agent or combination therapy.
Broad-spectrum agents with gram-negative cover such as meropenem or piperacillin-tazobactam can be used alone. Combination therapy with metronidazole and other agents like ciprofloxacin, cefepime, etc are used as empirical agents in intraabdominal infections.
Malaria: It is also treated with antimicrobial combinations. In plasmodium vivax and ovale malaria, schizontocides like chloroquine are combined with agents that attack the hypnozoites like primaquine for radical cure. primaquine is also given in combination with Artemisinin combined therapy(ACT) for plasmodium falciparum infections as a gametocidal agent. Treatment regimens are given in the pearl attached.",,A,
Question 13,which of the following steps does vancomycin act on?,"a) 1
b) 2
c) 3
d) 4","vancomycin acts on step 4 in the given image.
Mechanism of action of vancomycin: It is a cell wall synthesis inhibitor. It binds to the D-Ala-D-Ala terminus of the newly formed peptidoglycan pentapeptide and inhibits the transglycosylase enzyme. This would prevent further elongation of the peptidoglycan and its cross-linking.
vancomycin is a bactericidal agent for gram-positive organisms. It is also active against many gram-positive anaerobes like clostridium difficile. Resistance against vancomycin in enterococci is due to the alternation in its binding site where D-Ala is replaced by D-Lactate.
clinical uses:
• Parenteral vancomycin is given for bloodstream infections and endocarditis caused by MRSA.
• vancomycin plus gentamicin is given as an alternative regimen for enterococcal endocarditis with penicillin allergy.
• In combination with other agents for suspected meningitis or meningitis due to penicillin-resistant pneumococcus.
• oral vancomycin is given for clostridium difficile colitis.
Adverse effects:
• Injection site phlebitis
• Nephrotoxicity
• ""Redman"" syndrome due to histamine release following infusion
other options:
Fosfomycin inhibits step 1 in the image. It acts at a very early stage in cell wall synthesis and inhibits the cytoplasmic enzyme enol pyruvate transferase. This would block the addition of phosphoenolpyruvate to UDP-N-acetylglucosamine. This prevents the formation of UDP-N-acetylmuramic acid which is the precursor N-acetylmuramic acid. N-acetylmuramic acid is a component of the bacterial cell wall and hence cell wall synthesis is inhibited.
cycloserine inhibits step 2 in the image. It is a structural analog of D-alanine and inhibits the enzymes alanine racemase that converts L-alanine to D-alanine and d-alanyl-d-alanine ligase. This would thereby inhibit the incorporation of D-alanine into the peptidoglycan pentapeptide. It is mainly used in the management of tuberculosis where there is resistance to the first-line agents.
Bacitracin inhibits step 3 in the image. It is a cell wall synthesis inhibitor that interferes with dephosphorylation in the cycling of the lipid carrier which transfers peptidoglycan subunits to the growing cell wall. It is only given for topical application because of its severe nephrotoxicity when given systemically.
Note:
Beta-lactam antibiotics prevent cross-linking by inhibiting the transpeptidases. (Last step in the images)",1113-756.PNG,D,IMAGE Q
Question 14,"what would happen to the half-life and plasma concentration of a drug which follows first-order kinetics, if the dose is doubled?","a) Half-life doubles and plasma concentration remains the same
b) Half-life remains the same and plasma concentration doubles
c) Half-life and plasma concentration remains the same
d) Half life and plasma concentration doubles","In this case, the half-life remains the same, and the plasma concentration doubles.
Half-life is constant in drugs following first-order kinetics irrespective of the dose as a constant fraction of the drug is eliminated per unit time.
The plasma concentration of the drug increases when the dose given is increased. In this case, as the drug dose is doubled plasma concentration is also doubled.",,B,
Question 15,which of the following is not an off-label use of risperidone?,"a) OCD
b) Dementia
c) PTSD
d) Bipolar disorder","Risperidone is FDA approved for the treatment of bipolar affective disorders.
uses of risperidone:
• Long-term management of psychosis and schizophrenia.
• Maintenance therapy in mania bipolar disorders.
• Management of irritability associated with autism.
off-label uses of risperidone:
• Management of psychotic symptoms in delirium and dementia.
• obsessive-compulsive disorders.
• post-traumatic stress disorders.
Risperidone is an atypical antipsychotic that shows both D2 and 5 HT2 receptor blockade. It also has an affinity for alpha 1, alpha 2, and H1 receptors. It produces a more potent D2 blockade than clozapine. Hyperprolactinemia is an important adverse effect. It is also associated with an increased risk of stroke in elderly patients. At low doses, extrapyramidal side effects are less.",,D,
Question 16,The elimination rate constant of a drug is o.o5/hr. what is its half-life?,"a) 2o.8 hours
b) 6.9 hours
c) 13.8 hours
d) 9.8 hours","The half-life of the given drug is 13.8 hours.
The half-life of a drug or t1/2 is the time taken for the plasma concentration to be reduced by 5o%. The elimination rate constant or k value of a drug reflects the fraction of drug removed from the body compartment per unit of time.
The half-life of a drug and its elimination rate constant are inversely proportional to each other. They are represented by the equation:
k t1/2 〓 o.693
Therefore, t1/2 〓 o.693/ k
The given value for elimination rate constant ■ is o.o5, therefore the half-life of the given drug would be:
o.693/ o.o5 〓 13.8
Therefore, the half-life of the drug would be 13.8 hours.",,C,
Question 17,A patient is on phenytoin for a seizure disorder. He was prescribed sucralfate 4 times a day for peptic ulcers. what should be the minimum duration of time between consumption of these drugs?,"a) 3o minutes
b) 6o minutes
c) 9o minutes
d) 12o minutes","The minimum duration of time between the consumption of phenytoin and sucralfate should be 12o minutes.
sucralfate, in an acidic environment (pH < 4) acts by producing a viscous, sticky polymer that adheres to ulcer craters and epithelial cells for up to 6 hours after a single dose. This viscous layer produced in the stomach leads to inhibition of absorption of other drugs, like phenytoin, digoxin, cimetidine, ketoconazole, and fluoroquinolone antibiotics. Therefore, sucralfate should be taken after a gap of at least 2 hours / 12o minutes after the administration of phenytoin.
constipation is the most common side effect of sucralfate. It should be avoided in patients with renal failure who are at risk of aluminium overload. Aluminum-containing antacids should not be combined with sucralfate in these patients. As the viscous gel produced by sucralfate is sticky, it may eventually lead to bezoar formation.
It is generally used for prophylaxis of peptic ulcers, but rarely so because of its side effects and its risks outweigh its benefits.",,D,
Question 18,"category A, B, c, D, X in drug classification are indicative of which of the following?","a) safety in pregnancy
b) Dose adjustment in renal failure
c) cost ratio from cheap to expensive
d) As per safety or therapeutic index","category A, B, c, D, X in drug classification are indicative of their safety in pregnancy.
The united states food and drug administration (FDA) system for teratogenic potential attempts to quantify teratogenic risk from category A (safe) to category X (definite human teratogenic risk). category A: The possibility of fetal harm is remote and studies in women have failed to demonstrate any evidence of risk to the fetus. Examples: doxylamine, folic acid, levothyroxine.
category B: Either animal-reproduction studies have not demonstrated a fetal risk, but there are no controlled studies in pregnant women, or animal-reproduction studies have shown an adverse effect that was not confirmed in controlled studies in pregnant women. Example: Amoxicillin, loratadine, ondansetron.
category c: Either studies in animals have revealed adverse effects on the fetus, that is, teratogenic or embryocidal but there are no controlled studies in women, or studies in women and animals are not available. These drugs should be given only if the potential benefit justifies the potential risk to the fetus. Example: fluconazole, metoprolol, sertraline.
category D: Though there is evidence of human fetal risk, the benefits from use in pregnant women may be acceptable despite the risk, for example, if the drug is needed in a life-threatening situation or for a disease for which safer drugs cannot be used or are ineffective. Example: lisinopril, lithium, phenytoin.
category X: There is evidence of fetal risk based on human or animal experience and the risk of the use of the drug in pregnant women clearly outweighs any possible benefit. The drug is contraindicated in women who are or may become pregnant. Example: methotrexate, simvastatin, warfarin.",,A,
Question 19,Identify the false statement regarding suicidal inhibition.,"a) The inhibitor can bind with any site resulting in suicidal inhibition
b) The binding of the enzyme to the substrate analogue is irreversible
c) They are enzyme specific and used in rational drug design
d) The inhibitor forms a product with the enzyme and the product inhibits it","The false statement regarding suicidal inhibition is the inhibitor can bind with any site resulting in suicidal inhibition.
In suicidal inhibition, the inhibitor can only bind with the active site of an enzyme and is unreactive outside the confines of the enzyme's active site.
The enzyme inhibition helps to modify the rate of reactions it catalyzes and this inhibition can either be reversible or irreversible. Reversible inhibitors bind to enzymes through non-covalent bonds. Irreversible inhibitors usually bind to an enzyme through covalent bonds and do so strongly so that it can no longer dissociate.
suicide inhibitors are a category of irreversible inhibitors also called mechanism-based inhibitors. They are specialized substrate analogs that contain a chemical group that reacts with the catalytic machinery of the target enzyme. In these types of inhibitors, the substrate analog irreversibly ties up with the binding site of an enzyme, deceiving the enzyme by concealing its functional group resulting in the formation of a highly reactive molecule, which brings about self-inactivation of the enzyme.
suicide inhibitors bind to the enzyme by means of covalent bonds; they are enzyme-specific and unreactive outside the confines of the enzyme’s active site.
An example of this would be the binding of clavulanic acid to the active site of beta-lactamases in bacteria. clavulanic acid mimics the structure of a beta-lactam antibiotic and forms a covalent adduct with the β-lactamase active site. This leads to a rearrangement that creates a much more reactive derivative, which is subsequently attacked in its active site to irreversibly acylate the enzyme and inactivate it. Thus, amoxicillin and clavulanic acid are combined to overcome bacterial resistance to amoxicillin alone.
The development of clavulanic acid to target beta-lactamase-producing bacteria is also an example of the rational design of drugs. Rational design of drugs refers to the ability to predict the appropriate molecular structure of a drug on the basis of information about its biological receptor.",,A,
Question 20,The dose at which dopamine acts on beta 1 receptors is ____.,"a) 2-1o mcg/kg/min
b) <2 mcg/kg/min
c) 1o-2o mcg/kg/min
d) >2o mcg/kg/min","The dose at which dopamine acts on β-1 receptors is 2-1o mcg/kg/min.
The systemic effects of dopamine vary with its concentration in the body.
when administered at an infusion rate of 2-5 mcg/kg/min, it directly stimulates cardiac β receptors. This enhances myocardial contractility and is useful in the management of cardiogenic shock.
At doses of 5-15 mcg/kg/min and above, it stimulates α adrenergic receptors. This causes peripheral arterial and venous vasoconstriction.
At lower doses of <2 mcg/kg/min, it directly stimulates both D1 and D2 receptors. The D1 receptors in renal and mesenteric blood vessels are the most sensitive: i.v. infusion of low dose of DA dilates these vessels subsequently, causing increased renal blood flow and increased urine output.
The clinical indications of dopamine include cardiogenic and vasodilatory shock, congestive cardiac failure and symptomatic bradycardia unresponsive to atropine or pacing.
The major side effects are:
• Severe hypertension (especially when taken with nonselective β-blockers)
• Ventricular arrhythmias
• cardiac ischemia
• Tissue ischemia/gangrene (high doses/extravasation into tissues)",,A,
Question 21,which of the following is the incorrect statement regarding clomiphene citrate?,"a) causes monofollicular development
b) Inhibits negative feedback on GnRH
c) causes endometrial thinning
d) can be used with gonadotropin","The incorrect statement regarding clomiphene citrate is that it causes monofollicular development; rather, it causes multifollicular development.
clomiphene is an unequal mixture of two isomers, enclomiphene and zuclomiphene.
zuclomiphene is a non-steroidal compound closely resembling an estrogen, blocks the negative inhibitory feedback of estrogens on the hypothalamus, causing a surge of gonadotropins (FSH, LH), which leads to ovulation. The continued flow of FSH encourages multiple follicular development which is relatively common.
Being an anti-estrogen, it causes thickening of cervical mucus and thinning of the endometrium.
clomiphene citrate (cc) is used for the treatment of absent or irregular ovulation due to hypothalamic-pituitary dysfunction associated with normal levels of endogenous estradiol; the patient must be treated repeatedly until pregnancy is achieved since the normal cyclic ovulatory function does not usually resume. clomiphene citrate has no effect on patients with ovarian or pituitary failure. Ovulation induction with clomiphene citrate and a gonadotropin like FSH increases the likelihood of multiple concurrent ovulations.
Side effects of cc include hot flushes and some nausea. However, it is usually very well tolerated.",,A,
