NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 12,True statement about teduglutide is :,"a) It is a GLP- 2 analogue
b) It’s half life is 6 - 8 hours
c) It is administered orally
d) It is recommended for patients with colorectal cancer","Teduglutide is a GLP-2 analogue.
It has been recently approved for the treatment of short bowel syndrome. Teduglutide binds to enteric neurons and endocrine cells, stimulating the release of a number of hormones such as insulin-like growth factor, this stimulates mucosal epithelial growth and enhances fluid absorption.
The drug has a t1/2 of 1–2 hours and is administered subcutaneously once daily. It can potentially cause bowel cancer, therefore it is not recommended for patients with active malignancies.
Note: GLP-1 analogs are used for the treatment of Type II diabetes mellitus.",,A,
Question 13,cisatracurium is preferred over atracurium because?,"a) It has rapid onset of action
b) It has less depressant action on heart
c) It has short duration of action
d) It causes less release of histamine","cisatracurium is preferred over atracurium because it causes less release of histamine.
other options:
option A- cisatracurium has a slower onset of action
option B and c- Both atracurium and cisatracurium have similar duration of action and cardiac action.",,D,
Question 14,which one of the following drugs inhibits neutrophil recruitment?,"a) Montelukast
b) sodium cromolyn
c) colchicine
d) Febuxostat","colchicine inhibits neutrophil (granulocyte) recruitment.
colchicine acts by preventing the polymerisation of microtubules by binding to tubulin. This reduces neutrophil recruitment to inflamed tissue and also decreases the secretion of chemotactic factors by activated neutrophils, thus reducing the inflammatory response overall.
colchicine is used in gout and Mediterranean fever.",,C,
Question 15,which of the following fluoroquinolones has maximum bioavailability?,"a) ciprofloxacin
b) Levofloxacin
c) Gatifloxacin
d) Norfloxacin","Levofloxacin and ofloxacin have the maximum bioavailability among fluoroquinolones. Hence, intravenous and oral doses are the same for these drugs.",,B,
Question 16,what is the mechanism of triazoles?,"a) Interferes with DNA and RNA synthesis b) Inhibition of ergosterol synthesis
c) Forms pores in fungal membranes
d) Inhibits epoxidation of squalene in fungi","Triazoles act by inhibition of ergosterol synthesis.
The azole group inhibits the fungal cytochrome P45o enzyme called 14-α-sterol demethylase and results in an impairment of conversion of lanosterol to ergosterol. This results in the depletion of membrane ergosterol.
Azole antifungals are of two types:
• Imidazoles - clotrimazole, ketoconazole, luliconazole
• Triazoles - itraconazole, fluconazole, voriconazole, posaconazole and isavuconazole",,B,
Question 17,A dermatologist wants to prescribe acitretin to a patient with psoriasis. which of the following statements is false regarding the drug?,"a) contraindicated in persons with hyperlipidemia
b) It can cause increased sensitivity to sunlight
c) Female patients should avoid getting pregnant for 6 months after therapy
d) Acitretin has a half life of about 5o hours","Female patients should avoid conception for 3 years after discontinuing acitretin treatment to prevent retinoid-induced embryopathy.
Acitretin is approved for use in the cutaneous manifestations of psoriasis.
Absolute contraindications:
• Pregnant women
• women who are planning to get pregnant
• Breastfeeding
Relative contraindications:
• Leukopenia
• Alcoholism
• Hyperlipidemia
• Hypercholesterolemia
• Hypothyroidism
• significant hepatic or renal disease
Note: Female patients should avoid conception for 1 month after discontinuation of isotretinoin.",,C,
Question 18,cilastatin is administered to prolong the action of which of the following drugs?,"a) Meropenem
b) Imipenem
c) cefazolin
d) piperacillin","Imipenem is rapidly hydrolyzed by the enzyme renal dehydropeptidase. It is administered with cilastatin, a reversible inhibitor of dehydropeptidase to inhibit the breakdown and prolong the action of imipenem.
Meropenem is not hydrolyzed by renal dehydropeptidase. Cilastatin administration is not necessary with meropenem.",,B,
Question 19,what is the drug used to differentiate myasthenia gravis from cholinergic crisis?,"a) obidoxime
b) Edrophonium
c) Donepezil
d) Atropine","The drug used to differentiate myasthenia gravis from a cholinergic crisis is edrophonium.
Muscle weakness is a common presentation in patients with myasthenia gravis and cholinergic crisis (excessive dose of anti-ChE drugs). Intravenous injection of edrophonium improves muscular weakness in a patient with myasthenia gravis and not in a case of cholinergic crisis.
The test used for this differentiation is known as the edrophonium test.
Initially, 2 mg is administered; if improvements of symptoms do not occur within 45 seconds, an additional 8 mg can be administered. Improvement of strength is a positive test for myasthenia gravis.",,B,
Question 20,which of the following is true about pegylated-filgrastim?,"a) Duration of action is shorter than normal filgrastim
b) Added advantage is that it can be taken orally
c) It should not be administered in sickle cell patients
d) It is not effective in the treatment of severe neutropenia","Patients with sickle cell anemia should not receive pegylated filgrastim as it can trigger a sickle cell crisis.
Filgrastim is a recombinant human G-CSF (granulocyte colony-stimulating factor). The pegylated forms of filgrastim, pegfilgrastim, and lipefilgrastim, are longer-acting forms. It is administered subcutaneously or by slow intravenous infusion only.
Indications of recombinant G-CSF:
• Severe neutropenia after autologous hematopoietic stem cell transplantation
• Severe neutropenia after high dose cancer chemotherapy
• Severe congenital neutropenias
• Neutropenia of patients with AIDS receiving zidovudine",,C,
Question 21,The best approach in the treatment of chronic SIADH is ______,"a) Tolvaptan
b) Reducing fluid intake to <5oo ml per day
c) Demeclocycline
d) Fludrocortisone","The best approach in the treatment of chronic SIADH is the oral administration of a vaptan like tolvaptan, which is a selective V2 receptor antagonist. This increases urinary water excretion by blocking the antidiuretic effect of AVP.
other treatment options for chronic SIADH include:
• Fluid intake < 5oo ml/day
• Demeclocycline
• Fludrocortisone
Increased thirst is a frequently observed characteristic of hyponatremia in SIADH. Fluid restriction is usually a burden to the patient. It is unreliable, impractical, and slow to work. As thirst is particularly difficult to suppress, water restriction in SIADH frequently leads to non-compliance in the long run. vaptans would be especially suited for the treatment of these patients. Serum sodium concentrations are also corrected by vaptans and hence, vaptans substantially improve the quality of life in these patients.",,A,
Question 22,Intravenous mannitol is used in ____?,"a) Pulmonary edema
b) congestive cardiac failure
c) Acute kidney injury with anuria
d) Glaucoma","Intravenous mannitol is used for the treatment of acute attacks of glaucoma.
uses of mannitol are:
• To reduce cerebral edema and intracranial pressure
• Enhancement of urinary excretion of salicylates, barbiturates, bromides, and lithium
• Diagnosis of bronchial hyperreactivity (inhalation)
• Antihemolytic urological irrigation during transurethral procedures
• Treatment of acute attacks of glaucoma.",,D,
Question 23,which of the following carbapenems has increased risk of causing seizures?,"a) Meropenem
b) Imipenem
c) Etrapenem
d) Doripenem","Imipenem is the carbapenem that is associated with an increased risk of causing seizures, especially when high doses are given to patients with CNS lesions.
Excretion of imipenem is mainly renal and dosage modification is required to avoid seizures in renal failure patients.",,B,
Question 24,which of the following helps in maintaining the patency of ductus arteriosus?,"a) PGF2α
b) PGE1
c) PGH2
d) PGI2","Prostaglandin E1 (PGE1) maintains the patency of ductus arteriosus (PDA). This is used in term neonates with underlying cyanotic congenital heart disease awaiting surgical intervention as they have duct-dependant circulation.
Indomethacin and Ibuprofen are the NSAID indicated for closing the ductus arteriosus in premature infants and neonates.",,B,
