NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 11,vitamin K in its coenzyme form is regenerated by the enzyme ____,"a) Glutathione reductase
b) Quinone reductase
c) vitamin K reductase
d) Epoxide reductase","The coenzyme form of vitamin K is regenerated by the enzyme epoxide reductase.
Epoxide reductase reduces vitamin K epoxide to its coenzyme form hydroquinone.
Note: In addition to vitamin K reductase, epoxide reductase can also catalyse the reduction of quinone to hydroquinone. Thus, it can regenerate hydroquinone by itself.",,D,nan;718-594.PNG
Question 12,Identify the phenomenon shown below,"a) Translation
b) Transformation
c) complementation
d) conjugation","The image shows a schematic of the blue-white assay used in the screening of recombinant vectors for inserted DNA fragments. It uses the phenomenon of complementation (α-complementation of the β-galactosidase gene).
Blue white assay:
The DNA of interest is ligated into a vector. The vector is then inserted into a competent host cell viable for transformation, which is then grown in the presence of X-gal (X-gal detects active β-galactosidase). cells transformed with vectors containing recombinant DNA will produce white colonies; cells transformed with non-recombinant plasmids (i.e., only the vector) grow into blue colonies.
The image below shows the result of a blue white assay.",710-590.PNG,C,nan;719-595.PNG
Question 13,A middle-aged woman presents with fissured tongue and peripheral neuropathy. Investigations showed reduced glutathione reductase activity. which vitamin deficiency is the likely cause of this?,"a) vitamin B1
b) vitamin B2
c) vitamin B6
d) vitamin B12","This patient is most likely suffering from riboflavin/vitamin B2 deficiency.
Deficiency of riboflavin is characterized by cheilosis, desquamation, and inflammation of the tongue, seborrheic dermatitis, corneal vascularization, anemia, and personality changes.
Riboflavin nutritional status is assessed by measurement of the activation of erythrocyte glutathione reductase by FAD added in vitro.",,B,
Question 14,which of the following enhances iron absorption?,"a) vitamin A
b) vitamin c
c) Thiamine
d) Riboflavin","Iron absorption is enhanced by vitamin C.
vitamin C reduces the ferric iron to its ferrous form, thereby helping in the process of absorption of dietary iron from the intestine.
vitamin C deficiency causes
• Decreased absorption of iron leading to microcytic-hypochromic anemia
• Decreased hydroxylation of proline and lysine, which results in defective collagen synthesis and bleeding manifestations.
Conversely, vitamin C toxicity (>2ooo mg/ day) can lead to iron overloaded states.
Note: Alcohol and fructose also enhance iron absorption. However, the absorption of both inorganic and heme iron is impaired by calcium. So, a glass of milk with a meal significantly reduces iron availability.",,B,
Question 15,which of the following does not favor euchromatin formation due to changes occurring at cytosine residues at CPG islands in DNA?,"a) Methylation
b) PhosPhorylation
c) Alkylation
d) sumoylation","Methylation does not favour euchromatin formation due to changes cytosine residues at CpG islands in DNA.
The transcriptional regulatory regions of active genes often contain a high frequency of CpG dinucleotides (referred to as CpG islands) and they are normally unmethylated. Therefore, methylation is an epigenetic modification that inactivates DNA, and hinders the formation of euchromatin (transcriptionally active chromatin). Epigenetic changes include alterations of chromatin structure by:
• Methylation of cytosine residues in CpG dinucleotides
• Modification of histones by acetylation or methylation
• Changes in higher-order chromosome structure
sumoylation of histones (sUMo - small Ubiquitin-related Modifier) is associated with transcription repression. other possible roles of posttranslationally modified histones:
• Acetylation of core histones is associated with chromosomal assembly during DNA replication.
• Phosphorylation of histone H1 is associated with the condensation of chromosomes during the replication cycle.
• ADP-ribosylation of histones is associated with DNA repair.
• Methylation of histones is correlated with activation and repression of gene transcription.
• Acetylation of histones H3 and H4 is associated with the activation or inactivation of gene transcription.
• Monoubiquitylation is associated with gene activation, repression, and heterochromatic gene silencing.",,A,
Question 16,which of the following techniques is based on RNA?,"a) RT PCR
b) sanger’s technique
c) Next generation sequencing
d) western blot","RT PCR is a RNA-based technique.
RT PCR is a method used to quantitate mRNA levels that relies upon the first step of cDNA copying of mRNAs catalyzed by reverse transcriptase prior to PCR amplification and quantitation. other techniques:
• sanger's technique and southern blot: DNA
• western blot: protein
• Northern blot: RNA
• Next-generation DNA sequencing technologies include Illumina (solexa) sequencing, Roche 454 sequencing, Ion torrent: Proton/PGM sequencing, soLID sequencing.",,A,
Question 17,vitamin C cannot be Produced in humans due to lack of,"a) L- gulonolactone oxidase
b) xylitol reductase
c) Pyruvate dehydrogenase
d) UDP glucose dehydrogenase","Ascorbic acid (vitamin C) cannot be synthesized in human beings because of the absence of L-gulonolactone oxidase.
uronic acid pathway catalyzes the conversion of glucose to glucuronic acid, ascorbic acid, and pentoses. Glucuronate is reduced to L-gulonate, the direct precursor of ascorbate in the animals capable of synthesizing this vitamin.",,A,
Question 18,klenow fragment lacks the activity of,"a) 3'→5' Exonuclease
b) 5'→3' Exonuclease
c) 5'→3' DNA Polymerase
d) 3'→5' DNA polymerase","klenow fragment lacks 5’ → 3’ exonuclease activity.
DNA polymerase I is an enzyme involved in DNA replication. It has polymerase activity along with both 3' → 5' and 5' → 3' exonuclease activity. when the 5' → 3' exonuclease domain is
removed, the remaining fragment is called klenow fragment. It retains the polymerization and proofreading activities of DNA polymerase I.",,B,
Question 19,Child presents with hypotonia and seizures. It was confirmed to be zellweger syndrome. which among the following accumulates in brain in this condition?,"a) Glucose
b) Lactic acid
c) Long chain fatty acid
d) Triglycerides","Elevated levels of very long chain polyenoic acids have been found in the brains of patients with zellweger syndrome.
zellweger syndrome:
• Autosomal recessive
• Cerebro-hepato-renal syndrome: Impaired neuronal migration and myelination, hepatomegaly, renal cysts
• Reduction or absence of functional peroxisomes in tissues.
• Accumulation of very long chain polyenoic acids in the brain.
• Severe neurological symptoms.
• Most patients die within the 1st year of life",,C,
Question 20,A 12-year-old girl suffers from an inadequately treated type 1 diabetes mellitus. she is currently hyperglycemic. which of the following is most likely to occur?,"a) Glycogenesis in muscle
b) Increased protein synthesis
c) Increased conversion of fatty acids to acetyl-CoA
d) Decreased cholesterol synthesis","with the background of inadequately treated type I diabetes mellitus, an insulin-deficient state in the body is expected which will lead to increased conversion of fatty acids to acetyl-CoA.
Type 1 diabetes mellitus is commonly found in the adolescent population. In response to certain precipitating factors, such patients may develop a severe insulin-deficient state. Since insulin is an inhibitor of hormone-sensitive lipase (HSL), an insulin-deficient state will cause HSL overactivity in adipocytes and the breakdown of lipid into fatty acids (lipolysis). Free fatty acids will undergo beta-oxidation and produce a large amount of acetyl CoA, which gets converted to ketone bodies (acetoacetate, acetone, beta-hydroxybutyrate, etc.)",,C,
Question 21,what would be the respiratory quotient if someone is on an exclusive carbohydrate diet?,"a) o.7
b) o.8
c) 1
d) 1.2","The respiratory quotient, if someone is on an exclusive carbohydrate diet, is 1. The respiratory quotient is the amount of Co2 produced /o2 consumed.
The respiratory quotient for various substances:
substance: Carbohydrate, protein, Fat, Alcohol
RQ: 1.oo, o.81, o.71, o.66",,C,
