NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 12,what is the mechanism of resistance by lactamases■ to β-lactam antibiotics?,"a) Alteration of penicillin binding protein
b) Degradation of antibiotics
c) Drug efflux
d) Alteration in 5os ribosome structure","Resistance by lactamases is through the degradation of antibiotics.
The bacterial cell wall is made of heteropolymeric peptidoglycan that confers mechanical stability. The β-lactam antibiotics inhibit the last step in peptidoglycan synthesis by acylating the transpeptidase via cleavage of the –Co–N– bond of the β-lactam ring. These transpeptidase targets are collectively called Penicillin Binding Proteins (PBPs)
Beta-lactamases are enzymes produced by certain bacteria that inactivates β-lactam antibiotics by hydrolysis of the β-lactam ring in their structure.
The resistance to penicillins and other beta-lactam antibiotics can be conferred through one of the four mechanisms:
• Inactivation of antibiotic by lactamases
• Modification of target PBPs
• Impaired penetration of drug to target PBPs
• Antibiotic efflux",,B,
Question 13,"A female patient is on first-line pharmacological therapy for bipolar disorder for 6 months. she is fasting for a few days due to religious reasons and presented with seizures, coarse tremors, confusion, and weakness of limbs. which of the following investigations should be done to help diagnose her condition?","a) serum potassium level
b) serum lithium level
c) ECG
d) MRI","The clinical features given in the question are most likely suggestive of lithium toxicity, and hence serum lithium levels should be measured to confirm it.
Lithium is a mood stabilizer with a very narrow therapeutic index and is the first line of management in bipolar disorder.
The kidney handles both lithium and Na+ in the same way via ENac channel. Thus during fasting/dehydration, along with Na+ reabsorption in renal tubules, there will be an increase in the reabsorption of lithium also, resulting in decreased excretion of lithium.
Lithium has a very narrow therapeutic index of o.8-1.2 mEq/L. The severity of lithium toxicity is often divided into the following three grades:
A fine tremor is common in patients taking lithium at therapeutic doses. Therapeutic lithium tremor is generally symmetric, limited to the arms, and nonprogressive. The tremor from lithium toxicity is coarser and more disabling, may also affect the legs, and occurs with other symptoms of toxicity. other adverse effects include mental confusion, hypothyroidism, nephrogenic diabetes insipidus, and edema.
As lithium is readily dialyzed, lithium overdose or toxicity is treated with hemodialysis.
*Note - serum Na+ levels are significant with respect to lithium toxicity, where as serum potassium levels becomes significant in digoxin toxicity. Hypokalemia increases the risk of digoxin toxicity.
Grade: Mild symptoms, Moderate intoxicatio n, severe intoxication
sr. lithium concentration(in mEq/L): 1.5-2.5, 2.5-3.5, >3.5
symptoms: nausea, vomiting, tremor, and fatigue; confusion, agitation, delirium, tachycardia, and hypertonia; coma, seizures, hyperthermia, and hypotension",,B,
Question 14,Pegloticase is used in management of:,"a) Chronic gout
b) Rheumatoid arthritis
c) Psoriatric arthritis
d) Calcium pyrophosphate dihydrate crystal deposition (CPPD)","pegloticase is used in the treatment of chronic gout.
pegloticase is a pegylated uricase (urate oxidase). It catalyzes the enzymatic oxidation of uric acid into allantoin, which is a more soluble and inactive metabolite.
It is used in the treatment of severe,refractory chronic gout or in cases where other urate-lowering therapies are contraindicated.",,A,
Question 15,which of the following is an inhibitor of RNA synthesis?,"a) 5-Fluorouracil
b) Rifampicin
c) Nitrofurantoin
d) Novobiocin","Rifampicin is an inhibitor of RNA synthesis. It binds to the beta subunit of DNA dependent RNA-polymerase (rpoB) to form a stable drug-enzyme complex. The binding suppresses the chain formation in RNA synthesis.
option A: 5-Fluorouracil inhibits thymidylate synthesis.
option C: Nitrofurantoin produces highly reactive intermediates that cause DNA damage
option D: Novobiocin is a potent inhibitor of bacterial DNA gyrase.",,B,
Question 16,which of the following fluoroquinolone is not given in liver disease?,"a) ofloxacin
b) Levofloxacin
c) Pefloxacin
d) Lomefloxacin","Pefloxacin is mainly metabolized in the liver and hence avoided in patients with liver disease.
Quinolones with primarily hepatic metabolism include moxifloxacin, pefloxacin, and trovafloxacin (withdrawn from the market due to hepatotoxicity).
Quinolones primarily excreted by the kidneys include ciprofloxacin, levofloxacin, norfloxacin, lomefloxacin, and ofloxacin.",,C,
Question 17,Theophylline causes diuresis by:,"a) Adenosine antagonism
b) PDE 4 inhibition
c) Beta 2 agonism
d) PDE 3 inhibition","The diuretic effect of theophylline is due to blockade of adenosine (A1) receptors.
Theophylline is a methylxanthine drug that acts by:
• Inhibition of phosphodiesterase enzyme (PDE). PDE3 inhibition causes relaxation of bronchial smooth muscle and PDE4 inhibition causes inhibition of the release of cytokines and chemokines which further leads to a decrease in immune cell migration and activation.
• Blockade of adenosine receptors, which inhibits bronchoconstriction. However, blockade of A1 receptors in the glomerular afferent arteriole and pCT causes diuresis.
• Activating enzyme histone deacetylase-2, which is responsible for its anti-inflammatory action",,A,
Question 18,"The graph below shows the relationship between the log(dose) and the response of three drugs, A, B, and C. which of these drugs has the highest potency?","a) A
b) B
c) Both A and B
d) C","Drug A has the highest potency.
potency:
• It is defined as the amount of drug needed to produce a given response. A highly potent drug evokes a given response at low concentrations and vice-versa.
• The more the curve is on the left in a dose-response curve (DRC), the greater is its potency.
• Thus, in the above image, the potency is Drug A >Drug B> Drug C.
Efficacy:
• It is defined as the maximum effect produced by the drug. It reflects the capacity of the drug to activate a receptor and produce the response.
• In the log dose-response curve, the perpendicular height represents the drug efficacy.
• Thus, in the above image, the efficacy is Drug A 〓 Drug B > Drug C.
• Drugs having a similar pharmacological effect can have different efficacies e.g furosemide and metolazone are both diuretics but furosemide has greater efficacy than metolazone.",1099-754.PNG,A,IMAGE Q
Question 19,"A patient presented with biliary colic. The intern has administered an analgesic, following which the pain got aggravated. which of the following could be responsible for the aggravation of the patient's symptoms?","a) Morphine
b) Diclofenac
c) Nefopam
d) Etoricoxib","Morphine is the analgesic which could be responsible for the aggravation of the patient's symptoms.
It causes constriction of the sphincter of oddi causing an increase in fluid pressure in the common bile duct and gall bladder.
Note: pethidine causes lesser spasm of the sphincter of oddi and can be used in biliary colic.",,A,
Question 20,A patient with gout develops hypertension. The uric acid level was found to be elevated. which of the following is not administered?,"a) Hydrochlorothiazide
b) Atenolol
c) Enalapril
d) Prazosin","Hydrochlorothiazides are not given to this patient.
Gout is a metabolic disease associated with hyperuricemia.Thiazides increase direct urate reabsorption in the proximal renal tubules and are associated with elevated serum uric acid levels and may precipitate gout. Hence, hydrochlorothiazides are not used to treat hypertension in gout patients.",,A,
Question 21,Voriconazole is not effective against which of the following?,"a) candida albicans
b) Mucormycosis
c) candida tropicalis
d) Aspergillosis","Voriconazole is not effective against mucormycosis.
Mucormycosis is treated by amphotericin B. Posaconazole can also be used. However, other azoles are not effective against this fungus.
Voriconazole is the drug of choice for the treatment of aspergillosis. It can also be used for candida species (including glabrata and krusei), scedosporium and Fusarium.",,B,
Question 22,"A patient who was diagnosed with ADPKD was prescribed tolvaptan. After a few weeks, he presented with dry mouth and increased thirst. what is the likely cause?","a) Increased free water clearance
b) V2 receptor agonism
c) Increased renal cAMP levels
d) Increase in urine osmolality","Tolvaptan causes increased free water clearance, which causes dehydration. Hence, the patient may present with dry mouth and increased thirst.
Tolvaptan is a vasopressin V2 receptor antagonist. Decreased binding of vasopressin to the V2 receptor in the kidney lowers the adenyl cyclase activity leading to decreased intracellular cAMP. Decreased cAMP concentrations prevent the fusion of aquaporin 2 containing vesicles with the plasma membrane, leading to an increase in urinary water excretion (free water clearance), and a decrease in urine osmolality.
The common side effects of tolvaptan include:
• dehydration
• hypernatremia
• hypovolemia
• liver injury
Tolvaptan is used to delay disease progression in patients with ADPKD.",,A,
