NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 13,which of the following parameters is used to assess the extent of drug absorption in a plasma concentration vs. time graph?,"a) Tmax
b) cmax
c) T1/2
d) Area under the curve","The area under the curve of plasma concentration vs. time curve gives the extent of absorption, which is calculated by the trapezoidal rule.
The following image shows a plasma concentration vs. time graph:
Two drugs may have the same rate of absorption but a different extent of absorption or bioavailability.
The factors upon which the extent of drug absorption depends are:
• Lipophilicity - If too lipophilic (e.g., acyclovir), the drug is not soluble enough to cross the water layer adjacent to the cell.
• Hydrophilicity - If too hydrophilic (e.g., atenolol), the drug cannot cross the lipid cell membrane.",,D,IMAGE Q;1015-734.PNG
Question 14,which of the following routes of administration will not bypass hepatic first-pass metabolism?,"a) sublingual
b) oral
c) Intravenous
d) Transdermal","Hepatic first-pass metabolism occurs in drugs administered via the oral route.
when drugs are given orally, they are absorbed in the intestine and reach the liver through the portal vein. During this process, the drug is acted on by enzymes of the liver and intestine. Additionally, the liver may excretes part of the drug in the bile, further reducing the bioavailability. This is called the first-pass metabolism.
In all the other routes, the drug directly enters systemic circulation without reaching the liver.
Note: Bioavailability is the fraction of an administered dose of unchanged drug that reaches the systemic circulation. Hence, the bioavailability of a drug administered intravenously (I.V) is 1oo%. It is neither subjected to the first-pass metabolism as in the oral route nor does it depend on local factors as in subcutaneous, intramuscular, or transdermal.",,B,
Question 15,"For the action of heparin as an anticoagulant, availability of which of the following chemical substances is mandatory?","a) Thrombin
b) plasmin
c) Antithrombin-III
d) Thrombomodulin","Antithrombin-III is mandatory for the action of heparin as an anticoagulant. Reduced antithrombin levels can lead to resistance.
Heparin resistance refers to failure to achieve a therapeutic apTT with daily doses of heparin of 35,ooo units or more.
In true heparin resistance, there is an actual blunting of heparin’s anticoagulant effect. This occurs due to:
• Low ATIII levels (most common cause)
• Increased heparin-binding plasma proteins (acute phase reactants)
• Increased heparin clearance (e.g. due to splenomegaly in liver disease)
Low ATIII levels could be due to decreased synthesis (hereditary, hepatic failure), increased consumption (DIC, MAHA, or in a bypass circuit) or increased loss (nephrotic syndrome).
The dose of heparin has to be increased to achieve therapeutic apTT. severe antithrombin deficiency may require antithrombin concentrate as well.",,C,IMAGE A;1017-735.PNG
Question 16,what is the bioavailability of a drug administered intravenously?,"a) 1o%
b) 1oo%
c) 5o%
d) variable","The bioavailability of a drug administered intravenously (I.V) is 1oo%.
It is neither subjected to the first-pass metabolism as in oral route nor does it depend on local factors as in subcutaneous, intramuscular, or transdermal. In IV route, the drug is directly delivered to the systemic circulation and hence has the maximum availability for action at the intended site.
Bioavailability is the fraction of an administered dose of unchanged drug that reaches the systemic circulation. Hence, by definition, when a medication is administered intravenously, its bioavailability is 1oo%.
Intrathecal administration does not have a bioavailability of 1oo%.",,B,
Question 17,A drug solution containing 5oo mg/5 ml of the drug is given to you. You are provided with a 2 ml syringe (having 1o divisions for each ml). How many divisions of the 2 ml syringe need to be administered to deliver 18o mg of the drug to a patient?,"a) 1.8
b) 1o
c) 14
d) 18","concentration of drug solution given = 5oo/5 ml or 1oo mg/ml
-> 1oo mg of drug in 1ml
i.e 18o mg of drug in ""X"" ml
-> X = 18o/1oo = 1.8 ml
So, 1.8 ml of the drug with 18o mg of the drug is to be given to the patient.
In the 2 ml syringe provided, each ml has 1o divisions i.e. each division corresponds to o.1 ml. So, for delivering 1.8 ml, 1.8/o.1= 18 divisions need to be administered.",,D,
Question 18,which of the following is gametocidal to all the species causing malaria?,"a) primaquine
b) chloroquine
c) Quinine
d) None","primaquine is gametocidal to all species causing malaria. It inhibits transmission of malaria. The drugs with clinically important gametocidal activity (against all species) are:
• High activity:
• Artemisinins
• primaquine
• Low to moderate activity:
• Chloroquine
• Quinine
• Atovaquone/proguanil
• No activity:
• Mefloquine
• pyrimethamine
• sulfadoxine
• Tetracycline",,A,IMAGE A;1018-736.PNG
Question 19,A drug label suggests storage in a 'cool' place. what is the temperature at which this drug is to be stored?,"a) - 2 degree celsius
b) o degree celsius
c) 2-6 degree celsius
d) 8-15 degree celsius","storing at a cool place means to store at 8-15 degrees C.
Examples for drugs to be stored under cool temperature include insulin, nicorandil.
Label instructions: store frozen, keep cool, store at room temperature
Temperature: -2ooc, 8-15oc, 15-25oc",,D,
Question 20,"A patient with AIDS was treated with zidovudine, lamivudine, indinavir, ketoconazole and cotrimoxazole. He developed nephrolithiasis, central obesity, hyperlipidemia and insulin resistance. which of the drugs could have been the cause?","a) ketoconazole
b) Indinavir
c) Lamivudine
d) zidovudine","Indinavir, a protease inhibitor causes the above given adverse effects.
Patients being treated with protease inhibitors (e.g., indinavir) develop a syndrome involving the derangement of lipid metabolism. This causes changes in body fat distribution. Type 2 diabetes mellitus has also been reported. This is called HIV/HAART-associated lipodystrophy.
It is typically seen after 6–12 months of protease inhibitor therapy.",,B,
Question 21,"If carbamazepine is added to ongoing valproate therapy, what adverse effect is risked?","a) pancreatitis
b) Thrombocytopenia
c) Hepatotoxicity
d) Hyperammonemia","If carbamazepine is added to ongoing valproate therapy, it can result in hepatotoxicity.
A combination of valproate and carbamazepine increases hepatotoxicity. Valproic acid may inhibit carbamazepine clearance and increase steady-state carbamazepine blood levels.",,C,
Question 22,"what is the mechanism of action of dapsone, considering that it is used in the treatment of leprosy, fungal infections and, also for immunomodulatory actions?","a) cell wall synthesis inhibitor
b) Folic acid synthesis inhibitor
c) protein synthesis inhibitor
d) cell membrane inhibitor","The mechanism of action of dapsone is inhibition of folic acid synthesis.
Dapsone [4,4■diaminodiphenylsulphone (DDs)] is a structural analog of para-aminobenzoic acid (PABA) and a competitive inhibitor of dihydropteroate synthase in the folate pathway. It is weakly bactericidal and can cause mild hemolysis, and rarely anemia or psychosis.
DDs syndrome is a rare side effect of dapsone therapy in leprosy patients which starts after 5-6 weeks of starting dapsone and leads to exfoliative dermatitis, hepatosplenomegaly, lymphadenopathy, fever and hepatitis and may be fatal. It is also called 'five-week dermatitis'.",,B,
Question 23,what is the mechanism of action of sodium nitroprusside?,"a) Increased cAMp
b) Stimulation of guanylyl cyclase
c) calcium channel blockage
d) K+ channel opener","sodium nitroprusside acts by stimulation of guanylyl cyclase.
sodium nitroprusside releases nitric oxide which in turn stimulates guanyl cyclase. This activates cGMP secondary messenger which results in the relaxation of the smooth muscle.",,B,
Question 24,Levothyroxine/liothyronine acts by binding to thyroid receptors. Thyroid hormone receptors belong to which of the following class of receptors?,"a) Transmembrane receptor linked to tyrosine kinase
b) Nuclear receptor
c) Ion channel receptor
d) G protein coupled receptor","Thyroid hormone receptors belong to the class of nuclear receptors.
Nuclear receptors are a family of ligand-regulated transcription factors that are activated by various lipid-soluble signals, including retinoic acid, thyroid hormone, and steroid hormones. They primarily function as transcription factors and directly interact with the genomic DNA to regulate gene expression.
Nuclear receptors can either remain anchored in the cytoplasm via chaperone proteins until freed by ligand-binding (e.g., steroid and vitamin D receptors) or can reside in the nucleus bound to specific DNA response elements even in the absence of ligand (e.g., thyroid hormone, PPARγ, and retinoic acid receptors).",,B,
Question 25,"The Nobel prize in physiology or Medicine, 2018 was awarded to James p. Allison and Tasuku Honjo for which of the following discoveries?","a) Discovery of mechanisms of autophagy
b) Discoveries of molecular mechanisms controlling the circadian rhythm
c) Discovery of cancer therapy by inhibition of negative immune regulation
d) Discovery that mature cells can be reprogrammed to become pluripotent","The Nobel prize in Physiology or Medicine, 2018 was awarded to James P. Allison and Tasuku Honjo for the discovery of cancer therapy by inhibition of negative immune regulation.
Immune checkpoint inhibitors inhibit proteins that keep immune responses to cancer cells in check. when these proteins are blocked, the brake on the immune system is released and T cells are able to kill cancer cells more efficiently.
The Nobel prize 2018 in Physiology or Medicine was awarded to James P. Allison and Tasuku Honjo for their breakthrough work on unleashing the body’s immune system to attack cancer, that has led to an entirely new class of these drugs and brought lasting remissions to many patients who had run out of options.",,C,
Question 26,which of the following drugs does not require dose reduction in patients with renal failure?,"a) Gentamicin
b) vancomycin
c) Amphotericin B
d) Doxycycline","Doxycycline does not require dose reduction in renal failure. Doxycycline, minocycline, and glycylcyclines like tigecycline have fewer renal side effects.
Antibiotics causing acute kidney injury are as follows:
• Acute tubular necrosis:
• Amphotericin B
• vancomycin
• Acyclovir
• Foscarnet
• Tenofovir
• Acute interstitial nephritis:
• Penicillin
• cephalosporins
• Quinolones
• Rifampicin",,D,
Question 27,which of the following drugs does not increase the risk of bleeding in patients undergoing warfarin therapy?,"a) cimetidine
b) carbamazepine
c) Isoniazid
d) Amiodarone","carbamazepine does not increase the risk of bleeding in patients undergoing warfarin therapy.
warfarin is mainly metabolized by the cyp2c9 enzyme. Drugs that inhibit cyp2c9 enzyme reduce the metabolism of warfarin and thus, enhance the anticoagulant effect of warfarin and increase the risk of bleeding.
Drugs causing cyp2c9 inhibition:
• Amiodarone
• Azole antifungals
• cimetidine
• clopidogrel
• cotrimoxazole
• Disulfiram
• Isoniazid
• Metronidazole",,B,
Question 28,which of the following is used in acute mountain sickness?,"a) Dexamathasone
b) Digoxin
c) Diltiazem
d) Acetazolamide",Acetazolamide is used in the treatment of acute mountain sickness for symptomatic relief. It can also be used for prophylaxis.,,D,
Question 29,which of the following anti-tubercular drugs is associated with ophthalmic toxicity?,"a) Ethambutol
b) Isoniazid
c) kanamycin
d) Rifampin","Ethambutol is associated with ophthalmic toxicity.
optic neuritis resulting in decreased visual acuity and loss of ability to differentiate red from green is the most serious adverse effect of ethambutol. It is a dose-dependent adverse effect that can be unilateral or bilateral.
Tests of visual acuity and red-green discrimination before the start of therapy and periodically thereafter are recommended.",,A,
Question 30,A patient with diabetic macular edema developed glaucoma. which of the following drugs would you consider giving last?,"a) Beta blocker
b) Alpha agonist
c) pilocarpine
d) prostaglandin analogues","prostaglandin analogs are the last drugs to be considered in this patient since macular edema is one of their side effects.
Adverse effects of pGF 2alpha analogs are:
• Blurring of vision
• Macular edema (especially in aphakic patients)
• Eyelash hypertrichosis
• Iris pigmentation (Heterochromia iridis)
• peri-orbital fat depletion",,D,
Question 31,what is the mechanism by which acetylcholine causes a decrease in the heart rate?,"a) Delayed diastolic depolarization
b) Increase in plateau
c) Decrease in preload
d) Increase in afterload","The mechanism by which acetylcholine causes a decrease in the heart rate is by decreasing the diastolic depolarization.
The acetylcholine released from the vagal nerve acts on the M2 receptor (βγ subunit of G protein) on the SA node. This opens a special set of potassium channels causing an efflux of potassium (IKAch) which hyperpolarizes the SA node (Ih). The resultant current (Ih) slows the diastolic depolarization thereby causing bradycardia.",,A,
Question 32,Diamox is given to a patient with glaucoma. It is a non-competitive inhibitor of the carbonic anhydrase enzyme. which of the following would be the effect of this drug?,"a) Decrease in vmax
b) Decrease in km
c) Decrease in both km and vmax
d) No change in vmax","Non-competitive inhibitors cause a decrease in vmax.
In non-competitive inhibition:
• The inhibitor binds to the adjacent site and not the catalytic site of the enzyme
• The catalytic property of the enzyme is reduced and hence vmax is decreased
• The affinity of the enzyme is not altered and hence Km is unaltered",,A,IMAGE Q;1023-737.PNG
Question 33,Low apparent volume of distribution of drug indicates,"a) Low t 1/2
b) Low bioavailability
c) Low efficacy
d) Not extensively distributed to tissues","Low apparent volume of distribution of a drug indicates that it is not extensively distributed in the tissues.
Apparent volume of distribution (vd) = dose administered I.v/ plasma concentration E.g: If a 5oo mg of drug A is given i.v (1oo% bioavailability) and the plasma concentration reached is 1o mg/ liter then the apparent volume of distribution (vd) is 5oo/1o= 5o liters.
But the normal blood volume is about 5 liters. A high vd is due to accumulation of drug A in extravascular tissues resulting in low plasma concentration. Therefore, the apparent volume of distribution is an imaginary volume throughout which the drug is distributed if the plasma concentration remains the same throughout.
option A: t1/2 relationship with volume of distribution (vd) and clearance (cl) is given by the formula t 1/2 = o.693 x vd /cl. t1/2 is directly proportional to vd but it is also inversely proportional to clearance. If a drug has a low volume of distribution but clearance is very low, t1/2 can still be high. So low vd doesn't always imply low t1/2. So the best answer among the given options is D.
option B and c: Low vd does not indicate low bioavailability or low efficacy.",,D,
Question 34,An infant had a serum bilirubin level of 33 mg/dL. The mother might have taken which of the following drugs during the third trimester for this to occur?,"a) Ampicillin
b) co-trimoxazole
c) Azithromycin
d) chloramphenicol","cotrimoxazole is a combination drug consisting oftrimethoprim and sulfamethoxazole, of which sulfamethoxazole is a sulfonamide. Sulphonamides displace bilirubin from plasma albumin, leading to elevation of serum bilirubin levels.
These drugs can cross the placenta and are secreted in milk and can therefore cause kernicterus in newborn infants if they are given to pregnant women near term or during lactation.",,B,
Question 35,Lithium usage in pregnancy can lead to which of the following teratogenic effects?,"a) cardiac defects
b) Facial defects
c) CNS defects
d) urogenital defects","Lithium use in pregnancy can lead to cardiac defects.
Ebstein's anomaly is the specific cardiac defect with lithium use in pregnancy. In Ebstein’s anomaly, the radiological sign seen is a box-shaped heart.",,A,1024-738.PNG
