NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q11,Inhibitory control by the hypothalamus is exerted on:,"a) prolactin only
b) prolactin and growth hormone
c) Growth hormone only
d) Neither","Inhibitory control by the hypothalamus is exerted mainly on prolactin and growth hormone.
The major hypothalamic releasing hormones are: TRH, CRH, GHRH, GnRH.
The major hypothalamic inhibitory hormones are: prolactin inhibitory hormone or dopamine, and Growth hormone inhibitory hormone (GHIH), also called somatostatin.",,B,
Q12,which of the following hormones play a permissive role in the attainment of puberty?,"a) GnRH
b) Leptin
c) Insulin
d) GH","The hormone that plays a permissive role in the attainment of puberty is leptin.
It now appears that leptin may be the link between body weight and puberty. Leptin is a satiety-producing hormone secreted by adipocytes. High leptin levels reduce appetite and increase energy expenditure.
Leptin treatment also induces precocious puberty in immature female mice. Leptin also accelerates GnRH pulsatility in neurons, fastening puberty.",,B,
Q13,weber-Fechner law relates magnitude of sensation to ____.,"a) Strength of muscle contraction
b) Log of Intensity of stimulus
c) Amplitude of action potential
d) Duration of stimulus","weber-Fechner Law states that the magnitude of sensation felt is proportionate to the log of the intensity of the stimulus.
other Laws in physiology:
• Doctrine of specific nerve energies - when the nerve pathways from a particular sense organ are stimulated, the sensation evoked is that for which the receptor is specialized no matter how or where along the pathway the activity is initiated.
• Law of projection - No matter where a particular sensory pathway is stimulated along its course to the cortex, the conscious sensation produced is referred to the location of the receptor.",,B,
Q14,The following Darrow yannet diagram is suggestive of which condition? Note : The solid line is the original fluid compartment and the colour shaded compartment within the dotted line denotes the change caused by the condition.,"a) Excessive sweating
b) Adrenal Insufficiency
c) Diarrhoea
d) SIADH","In adrenal insufficiency there is hypo-osmotic volume contraction. Aldosterone deficiency leads to increased sodium loss (loss of hyperosmotic fluid).
• The osmolarity of ECF decreases.
• ECF volume decreases because of the loss of volume.
• water shifts into ICF; as a result of the shift, ICF osmolarity decreases until it is equal to ECF osmolarity, and ICF volume increases.
• So, loss of hypertonic fluid causes hypotonic volume contraction.",443-451.PNG,B,454-456.PNG
Q15,The mechanism by which glucose is absorbed in the intestine is:,"a) primary active transport
b) secondary active transport
c) Facilitated diffusion
d) Any of the above","Glucose is absorbed in the intestine by secondary active transport.
on the basolateral side, there is active transport of sodium ions out of the cell into the interstitial fluid. This depletes sodium inside the cell. Because of this Na+ concentration difference, more Na+ binds to the SGLT on the luminal side. This increases the affinity of SGLT for glucose and glucose binds to it.
Then, both the Na+ and glucose are transported together to the interior of the cell. The glucose moves out of the cell into the blood across the basolateral membrane by facilitated diffusion mediated via GLUT.",,B,455-457.PNG
Q16,The earliest stage at which erythropoietin is effective in red blood cell formation is?,"a) Burst forming units
b) colony forming units
c) Late erythroblast stage
d) Normoblast stage","BFU is the earliest stage of hematopoiesis where erythropoietin (EPO) acts.
Under the influence of EPO, both BFU and CFU grow in semisolid culture media and give rise to colonies of well-hemoglobinized erythroblasts.
Erythroid burst-forming unit (BFU-E) is the most primitive single lineage committed erythroid progenitor.
Note: while CFUs have the highest number of receptors for EPO, the earliest stage at which it acts is on the BFU.",,A,
Q17,Integrin connects with:,"a) cadherin
b) vitronectin
c) Fibronectin
d) selectin","Integrin connects with fibronectin.
Integrins are transmembrane glycoproteins (integral proteins) that allow cells to attach to extracellular matrix constituents such as laminin, fibronectin and collagen. It helps in linking the intracellular cytoskeleton functionally and structurally with the outside world.",,C,
Q18,which of the following organelles is absent in the area of the cardiac muscle marked:,"a) Mitochondria
b) Lysosome
c) Golgi bodies
d) Endoplasmic reticulum",The area of the cardiac muscle marked is devoid of nuclei. Lysosomes are commonly observed in perinuclear areas. Other organelles are present in abundance throughout the cell.,445-452.PNG,B,
Q19,which of the following fibres reach the purkinje cell directly?,"a) Inferior olivary nucleus
b) Raphe nucleus
c) vestibular nucleus
d) Locus coeruleus","The fibres of inferior olivary nucleus (climbing fibres) reach the purkinje cell directly.
Note:
The input from the Purkinje cells to the deep nuclei is inhibitory.
However, the deep nuclei output is always excitatory.",,A,
Q20,calculate the net filtration pressure across the GBM for a patient with Glomerular ultrafiltration coefficient = 6 Glomerular hydrostatic pressure =45 Glomerular capillary oncotic pressure =2o Bowman’s capsule hydrostatic pressure =1o Bowman’s capsule oncotic pressure =o,"a) 9o mmHg
b) 6o mmHg
c) 3o mmHg
d) 15 mmHg","Net filtration pressure = Hydrostatic pressure in the glomerular capillaries - Pressure in Bowman's capsule - oncotic pressure in the glomerular capillaries.
Net filtration pressure= [PG -PB- πG+ πB]
Therefore, Net filtration pressure = (45-1o-2o+o) = 15 mmHg.
Note: Here, just the net filtration pressure is asked and not the GFR. GFR= kf [PG -PB- πG+ πB]",,D,
Q21,"In a 1oo-m dash, most of the energy consumed by skeletal muscles to replenish ATP is derived from _______","a) Phosphocreatine
b) Aerobic glycolysis
c) oxidation of Fatty acids
d) None of the above","In a 1oo-m dash that takes 1o s, 85% of the energy consumed is derived anaerobically by phosphocreatine, which is hydrolyzed to creatine and phosphate groups with the release of considerable energy.
The ATP concentration in a muscle is low enough (4 millimolar) to sustain contractions for 1-2 seconds after which ATP is dephosphorylated into ADP. The ADP is re-phosphorylated by phosphocreatine for the next 5 to 8 seconds.",,A,
Q22,"In the homunculus, which of the following has maximum representation?","a) Low control and skilled movements
b) More muscle fibres are present
c) Increased preciseness of movements
d) None of the above","In a homunculus, the more the representation of an area, the more precise the movements are.
The relative sizes of the cortical receiving areas of the sensory homunculus are proportionate to the use of the part.
The sizes of these areas are directly proportional to the number of specialized sensory receptors in each respective peripheral area of the body.
some body parts are represented by large areas in the somatic cortex—the lips the greatest of all, followed by the face and thumb.",,C,458-459.PNG
Q23,what is the usual position of the Golgi apparatus in serous acinar cells?,"a) supranuclear
b) Basal
c) Adjacent to nucleus
d) Apical",Golgi complex is located in supranuclear cytoplasm in serous acinar cells. serous acinar cells are generally found in pancreas and the submandibular salivary glands.,nan,A,nan
